binned_price
11
17
13
13
14
24
15
19
15
19
11
11
8
29
17
19
19
19
14
16
29
16
14
17
4
19
19
14
19
3
15
17
17
18
39
17
13
12
6
5
7
13
12
31
25
24
24
24
29
26
11
5
17
16
13
29
4
14
20
22
21
44
17
9
8
15
4
21
9
18
9
18
19
14
19
19
19
17
16
12
17
17
23
24
23
17
25
3
28
11
15
16
14
9
37
19
24
21
34
27
17
19
58
20
16
5
29
16
19
13
24
6
4
15
4
4
19
27
23
19
15
8
25
13
17
17
15
19
29
5
5
24
0
21
13
14
15
19
29
27
19
23
34
21
20
14
12
18
13
14
8
4
24
20
16
6
9
6
8
16
15
16
21
14
13
14
13
17
18
13
17
19
21
7
19
23
29
15
11
14
8
17
14
16
22
14
7
10
5
24
22
15
13
16
6
29
15
21
21
17
7
14
17
15
4
22
14
11
14
7
14
11
44
16
29
4
13
14
28
3
15
16
13
18
19
5
5
31
2
11
16
7
19
15
12
19
10
24
15
29
19
17
16
27
14
17
11
13
14
14
18
19
12
4
4
19
15
18
17
14
16
5
3
3
9
17
5
11
29
21
3
12
15
9
11
16
3
29
10
5
16
18
13
15
23
11
17
16
18
21
9
5
19
12
6
29
21
15
16
19
13
7
17
21
11
29
19
12
18
18
21
18
6
15
20
19
4
4
15
11
34
17
11
14
14
14
5
14
19
16
12
12
16
4
16
19
21
19
18
5
8
4
17
17
34
13
13
18
12
18
33
13
7
22
19
22
13
4
5
16
22
6
14
11
11
16
17
20
14
18
29
12
11
13
14
16
14
14
14
16
19
39
14
19
6
3
17
17
4
14
24
12
15
13
10
17
17
12
16
17
24
9
14
25
27
10
14
6
23
19
19
12
13
11
18
19
14
17
18
19
11
26
10
16
16
14
12
13
12
12
14
17
14
21
16
14
6
15
12
14
3
4
19
13
5
14
16
19
17
14
15
15
9
12
14
13
13
14
12
11
18
15
14
20
17
17
15
11
18
16
19
13
12
6
13
17
27
19
24
22
19
14
14
13
14
12
12
19
34
19
20
16
24
9
14
19
17
12
15
19
15
20
18
14
19
13
15
24
18
13
17
14
7
14
9
19
25
13
14
16
12
14
17
14
99
16
14
14
14
32
29
14
8
10
15
7
15
19
23
16
10
12
14
17
9
24
12
17
9
11
18
13
19
18
15
17
15
11
15
22
11
19
17
25
17
16
14
15
29
15
14
21
10
22
29
16
11
29
19
31
17
14
24
19
12
16
14
34
14
24
13
11
23
14
12
18
37
16
11
24
17
24
17
17
10
29
11
8
24
14
14
12
12
13
14
13
9
14
17
3
15
16
29
12
19
34
14
12
18
47
16
15
12
15
11
15
18
20
16
17
14
10
11
12
14
11
17
3
12
14
14
19
15
13
15
14
25
14
15
25
14
22
14
15
15
17
31
17
3
13
10
13
24
18
11
24
12
12
14
31
16
24
14
15
13
10
12
11
13
16
19
16
21
14
14
12
17
8
10
12
14
12
12
14
13
10
16
17
12
14
12
20
12
15
5
19
12
11
14
21
29
13
15
9
14
13
13
21
14
5
5
13
13
15
14
15
17
19
14
14
12
4
5
14
14
13
19
18
23
19
24
22
19
5
14
16
15
14
13
16
22
24
22
32
27
15
13
14
19
16
10
14
10
17
14
15
15
10
13
10
11
11
13
19
17
14
12
14
9
13
13
7
12
10
22
13
15
16
14
13
14
14
11
14
10
21
11
14
14
17
9
19
13
10
13
25
15
17
11
11
17
28
14
17
25
15
17
14
16
12
19
13
18
13
14
22
10
11
13
14
24
16
14
17
14
12
14
12
11
18
12
15
22
14
10
15
15
15
14
16
12
26
17
13
10
13
16
12
14
17
12
11
12
18
14
13
19
13
25
7
11
11
11
5
13
13
12
11
14
9
14
19
19
5
5
12
18
13
14
12
15
16
14
17
11
16
19
22
14
11
24
79
19
14
22
19
26
27
14
17
14
8
18
17
15
14
15
26
19
13
4
12
14
15
13
12
12
12
34
12
11
14
29
12
14
26
13
12
14
15
12
13
10
14
17
13
1
15
13
18
14
18
14
12
16
11
17
37
19
11
12
24
15
13
15
21
13
16
18
14
11
14
8
13
14
14
7
19
14
19
12
11
37
14
11
10
20
14
14
14
14
27
14
23
6
19
18
19
12
12
15
15
17
19
13
15
14
14
9
14
13
16
13
10
14
19
19
17
14
11
14
36
6
14
19
15
21
12
17
13
17
13
12
16
17
17
16
6
19
15
21
15
16
37
7
14
14
12
14
13
21
21
13
37
13
11
15
11
16
37
11
16
17
14
9
37
24
13
14
17
12
21
17
38
12
10
16
7
9
15
11
13
17
11
15
25
21
12
12
14
20
16
12
19
24
37
16
17
23
15
13
9
14
13
14
13
11
13
12
12
14
4
14
16
14
13
22
12
16
19
19
29
19
22
11
17
24
24
37
14
17
14
10
12
11
37
19
19
9
14
13
14
13
13
19
10
12
10
11
15
12
16
14
14
12
14
21
19
17
9
28
13
17
16
13
22
24
12
15
29
13
12
29
15
12
12
17
16
13
10
11
23
5
16
16
19
25
15
17
19
14
20
11
13
9
10
16
13
19
11
24
14
14
25
11
19
16
7
14
13
13
16
20
12
11
14
12
29
8
8
12
16
16
13
13
13
15
16
2
21
10
20
19
24
12
12
10
11
14
14
11
14
17
40
15
13
14
15
21
12
6
17
13
17
14
16
13
20
8
19
13
16
14
11
15
15
19
15
9
12
11
14
4
21
28
15
11
16
14
14
10
13
12
21
15
18
22
19
29
24
29
14
34
17
13
18
13
14
9
22
20
17
14
20
14
28
14
10
14
14
4
18
14
11
13
15
19
9
19
12
12
13
16
15
14
19
13
17
16
19
18
13
15
14
16
13
18
21
15
12
11
11
17
7
10
15
17
16
11
12
11
14
16
12
11
14
19
9
16
7
15
12
14
13
10
9
10
13
15
19
29
15
18
20
19
14
11
10
14
21
15
19
12
10
13
15
13
14
18
37
12
15
7
26
9
16
12
16
13
12
11
10
13
24
15
12
16
15
6
15
13
14
29
16
19
19
11
19
12
9
27
13
4
17
15
5
15
11
12
5
14
14
11
10
8
17
13
15
16
12
15
14
14
12
14
55
19
10
15
12
4
19
13
16
12
11
13
12
12
19
2
10
4
14
8
16
17
12
11
13
23
19
15
12
9
15
12
13
29
13
10
21
17
12
25
15
21
19
13
16
10
12
15
9
10
14
14
18
9
9
15
12
21
14
19
11
17
11
12
12
9
2
24
24
15
14
13
14
13
15
17
11
19
15
12
22
15
17
19
9
15
17
8
10
14
14
24
17
8
12
16
11
22
6
24
4
7
11
13
10
15
17
11
13
14
24
11
10
10
9
7
14
17
12
14
14
14
14
41
19
17
17
14
16
21
5
18
20
19
13
10
33
7
14
13
17
13
9
19
9
18
9
24
19
24
41
19
55
12
29
17
29
18
11
12
14
13
20
12
12
12
14
15
12
19
14
24
14
15
15
24
12
9
26
14
15
5
12
15
16
49
10
16
10
11
17
17
13
15
10
14
8
14
13
17
14
11
17
21
12
12
10
14
11
17
15
11
14
17
15
22
17
12
12
21
12
7
13
13
12
34
6
19
20
12
9
17
11
11
15
19
18
14
38
13
17
13
10
11
15
5
25
31
15
14
15
24
9
19
13
16
11
14
44
19
11
6
24
11
14
12
12
17
19
19
17
13
17
5
19
11
13
11
19
19
18
4
14
15
11
13
24
6
27
3
14
11
18
12
11
18
14
10
16
17
12
20
14
13
15
17
6
19
15
15
16
12
7
23
18
14
10
11
12
10
10
21
12
12
13
14
5
11
3
14
14
11
17
15
13
5
4
11
15
18
15
13
9
14
10
4
10
14
12
10
24
11
4
17
3
18
4
11
11
9
10
14
17
11
9
34
15
20
13
19
5
17
21
20
13
14
9
14
13
5
8
29
10
15
15
11
4
15
9
24
18
13
8
22
11
16
17
14
11
10
10
11
29
11
17
16
13
14
15
17
12
15
11
15
19
14
5
16
16
10
14
14
10
14
21
16
4
11
15
15
19
14
14
11
39
19
10
29
9
10
12
15
17
14
15
16
14
14
16
11
19
11
4
4
11
10
14
19
15
13
10
16
21
14
17
4
14
9
11
16
9
13
14
15
19
22
19
25
14
15
10
19
11
12
8
21
25
22
3
14
11
10
14
24
13
11
12
24
15
14
14
13
26
14
26
14
13
15
32
15
12
16
28
12
16
12
10
24
4
14
15
14
19
7
14
16
10
13
14
14
14
13
24
34
19
9
32
14
9
12
13
15
9
11
17
11
15
22
12
14
14
17
11
14
16
11
22
15
17
12
7
12
19
9
19
10
11
16
14
9
12
14
15
13
10
11
14
12
14
9
11
4
9
12
15
14
9
16
14
13
11
14
13
15
21
8
5
10
12
8
10
11
14
11
13
17
11
14
10
15
15
17
12
14
19
9
17
14
14
25
11
13
15
34
14
13
9
31
5
15
9
12
16
8
29
29
9
15
15
19
22
12
20
16
12
15
19
13
21
7
19
19
18
13
15
12
22
9
19
21
13
14
11
25
29
19
6
12
3
13
10
21
35
9
15
20
11
21
19
15
11
22
39
12
24
15
23
21
11
14
16
9
11
14
24
21
8
13
10
12
14
11
24
16
19
21
11
13
19
14
16
17
14
12
13
6
10
29
14
16
11
13
19
12
22
10
12
11
11
12
15
19
19
11
15
15
15
19
11
13
14
23
17
17
13
20
19
19
28
21
17
14
17
13
20
16
24
24
14
16
17
18
16
16
31
14
21
19
24
21
17
13
22
19
33
24
22
29
12
22
25
13
24
32
15
14
13
18
12
14
8
24
12
11
15
24
22
19
10
24
15
13
13
13
39
13
17
27
15
38
18
17
34
23
18
15
14
17
18
12
19
15
15
20
16
23
12
16
23
23
24
23
21
18
24
18
18
14
13
24
19
18
21
12
18
19
25
16
15
13
19
18
24
21
15
44
22
24
15
34
13
19
17
44
15
17
12
14
22
14
15
13
15
15
15
18
15
16
14
16
10
17
14
12
14
18
14
19
12
14
13
23
17
12
17
14
17
16
17
19
17
17
17
15
21
68
18
21
17
11
24
15
12
14
17
15
19
28
34
12
14
36
12
14
10
16
14
16
21
16
11
10
14
29
16
11
12
13
16
28
9
12
20
15
14
21
17
16
19
16
8
11
9
23
14
19
13
15
22
12
10
28
14
13
9
14
14
13
12
6
21
9
12
11
11
15
20
13
14
12
19
12
17
15
10
13
22
12
11
34
4
11
14
13
16
14
7
19
13
15
23
14
13
14
12
23
16
5
13
11
17
14
17
12
11
11
3
34
17
13
22
18
8
12
15
9
12
14
17
11
14
12
22
15
19
15
32
14
11
12
19
19
14
19
11
15
19
19
15
25
23
44
23
16
17
16
17
18
34
12
19
26
16
11
21
14
12
29
17
11
15
11
11
11
11
16
19
12
13
21
17
19
12
19
11
17
10
18
17
17
22
14
14
22
11
15
14
13
13
5
17
15
17
19
12
16
16
19
13
14
15
11
15
14
15
16
19
9
12
16
12
19
20
12
12
24
15
9
15
9
14
9
8
14
24
13
9
18
13
14
17
17
29
9
17
12
14
13
12
11
26
11
22
15
14
11
20
14
10
23
14
20
13
19
18
9
10
16
10
17
14
19
12
15
11
12
29
14
11
3
12
16
14
13
13
10
12
17
15
17
14
9
9
13
12
19
9
12
11
17
13
14
16
29
16
19
25
9
13
22
15
11
7
11
14
19
19
12
14
9
14
3
12
14
19
11
17
14
19
11
15
12
13
14
19
12
11
16
11
35
11
14
20
11
11
19
15
12
13
15
24
19
29
14
29
19
24
16
11
11
14
17
10
19
16
14
16
16
20
11
14
15
14
17
12
17
14
20
11
16
27
24
12
6
11
13
23
16
11
14
17
15
14
11
15
24
14
14
15
11
12
9
17
12
9
11
12
19
15
12
29
21
10
15
12
11
14
29
17
11
14
14
11
21
12
13
15
14
17
13
14
24
15
24
9
24
14
16
10
7
18
16
10
12
11
14
11
23
14
14
15
15
13
17
22
14
20
12
15
11
14
18
16
16
17
10
16
17
3
19
21
16
18
16
18
18
13
19
14
12
15
14
12
14
12
11
4
24
17
16
14
19
13
15
17
34
13
13
21
13
7
16
17
5
16
14
11
11
14
21
28
9
10
24
17
19
19
16
17
14
22
17
21
9
12
17
17
9
12
10
15
14
6
17
15
14
17
13
14
15
14
10
15
15
4
19
14
8
16
12
22
10
19
9
14
18
17
11
12
7
11
14
9
12
11
11
39
27
13
31
14
14
15
23
21
13
12
21
24
5
17
17
18
14
9
15
11
17
11
10
10
14
18
11
17
17
10
16
3
9
11
19
19
20
19
17
10
13
11
12
10
20
16
12
8
10
9
13
10
12
13
26
14
14
20
22
25
13
14
29
14
22
14
59
34
16
15
14
22
28
24
17
22
30
24
27
14
26
26
10
29
24
19
12
12
19
13
15
29
17
31
10
11
13
14
10
15
24
24
12
13
15
13
11
14
10
11
35
11
12
13
12
12
30
12
17
11
18
21
17
19
15
12
15
12
24
18
17
16
26
17
16
15
14
24
16
14
14
19
19
23
19
22
11
16
33
17
17
13
19
17
27
8
13
34
8
13
28
21
15
17
12
15
16
19
18
19
17
17
18
21
14
12
12
11
9
14
19
11
19
12
10
14
16
16
12
15
19
17
22
23
13
11
24
11
17
15
17
13
14
19
44
24
24
13
21
15
17
22
9
13
9
10
14
23
33
13
21
12
19
15
13
13
13
12
24
15
17
15
14
12
13
15
18
15
8
21
12
39
34
22
19
18
27
59
29
17
14
11
31
49
16
34
32
44
34
22
22
24
24
19
29
39
34
32
9
15
22
19
34
22
9
24
19
19
17
12
14
16
18
13
10
14
21
15
7
16
4
29
8
14
15
15
19
17
16
15
17
14
22
31
16
11
17
13
14
10
14
11
11
24
12
14
21
12
19
10
17
15
15
14
9
29
22
44
19
26
38
18
15
15
18
16
11
14
9
17
13
12
17
12
24
24
14
19
20
19
11
19
12
18
5
34
22
19
14
12
10
24
24
10
11
11
14
15
8
13
34
14
10
17
14
19
22
14
10
15
17
14
14
14
14
12
28
17
16
14
11
7
14
49
16
21
13
15
15
12
29
62
10
6
10
19
9
11
89
16
18
15
16
13
15
11
10
34
21
11
19
64
31
15
48
12
11
11
4
13
13
11
12
16
19
11
11
17
11
16
9
9
18
13
17
17
11
28
13
17
18
12
14
14
13
11
19
19
17
13
11
8
10
9
19
13
15
14
6
14
19
17
34
11
11
11
15
11
16
19
4
18
15
24
14
21
19
16
28
16
18
14
28
17
14
9
11
14
10
16
16
14
15
19
9
24
14
10
87
9
18
11
15
15
13
12
81
18
9
18
15
12
13
19
10
9
14
11
10
16
12
13
14
15
15
13
11
15
19
19
14
39
17
28
19
14
32
34
14
13
18
18
9
18
39
13
11
16
39
12
37
13
12
9
17
18
14
26
11
11
19
14
14
12
16
9
15
16
11
14
10
13
14
14
14
19
24
14
15
24
14
16
15
19
14
27
20
6
11
12
19
34
15
24
14
19
19
28
25
12
25
10
12
16
18
16
14
17
12
17
17
10
40
10
17
19
24
12
20
12
14
19
35
13
12
17
7
13
12
10
29
15
13
11
22
12
24
14
14
11
22
13
19
16
16
18
10
19
15
16
11
17
15
15
18
34
27
13
16
13
10
11
16
15
19
23
19
9
29
44
24
18
19
12
18
28
12
19
15
20
19
11
16
13
23
12
13
23
19
15
15
28
56
18
11
13
17
10
17
13
11
9
24
13
28
13
15
11
10
44
17
14
10
9
16
21
17
21
24
21
16
27
33
24
32
16
24
32
19
21
33
13
29
15
16
13
28
19
20
74
39
34
52
12
59
34
78
49
59
46
11
59
37
14
15
29
14
6
17
18
17
13
23
23
15
12
27
10
18
12
17
12
14
10
30
11
24
12
11
8
13
29
19
22
14
13
34
23
15
69
12
17
15
14
13
10
9
12
25
13
29
15
14
11
11
10
13
14
24
22
14
13
12
13
4
15
15
12
14
22
