1600,2000,1200,1900,2000
2000,1200,1900,2000,1700
1200,1900,2000,1700,1650
1900,2000,1700,1650,1750
2000,1700,1650,1750,1700
1700,1650,1750,1700,1850
1650,1750,1700,1850,1000
1750,1700,1850,1000,1100
1700,1850,1000,1100,2250
1850,1000,1100,2250,2600
2500,1200,1525,1500,2150
1200,1525,1500,2150,1275
1700,2000,1800,2375,1900
2000,1800,2375,1900,1600
1800,2375,1900,1600,2250
2375,1900,1600,2250,2500
1900,1600,2250,2500,1700
1600,2250,2500,1700,2000
2250,2500,1700,2000,1800
2500,1700,2000,1800,1450
1700,2000,1800,1450,2300
2000,1800,1450,2300,1475
1800,1450,2300,1475,1650
1450,2300,1475,1650,1500
2300,1475,1650,1500,1650
1475,1650,1500,1650,1500
1650,1500,1650,1500,1500
1500,1650,1500,1500,1600
1650,1500,1500,1600,1500
1500,1500,1600,1500,1600
1500,1600,1500,1600,1250
1600,1500,1600,1250,1650
1500,1600,1250,1650,1850
1600,1250,1650,1850,1500
1250,1650,1850,1500,1450
1650,1850,1500,1450,1750
1850,1500,1450,1750,1500
1500,1450,1750,1500,1500
1450,1750,1500,1500,1650
1750,1500,1500,1650,1850
1500,1500,1650,1850,1500
1500,1650,1850,1500,1500
1650,1850,1500,1500,1500
1850,1500,1500,1500,1500
1500,1500,1500,1500,1750
1500,1500,1500,1750,1400
1500,1500,1750,1400,1825
1500,1750,1400,1825,1550
1750,1400,1825,1550,1500
1400,1825,1550,1500,1500
1825,1550,1500,1500,1600
1550,1500,1500,1600,1400
1500,1500,1600,1400,1400
1500,1600,1400,1400,1700
1600,1400,1400,1700,1750
1400,1400,1700,1750,1650
1400,1700,1750,1650,1900
1700,1750,1650,1900,1800
1750,1650,1900,1800,1300
1650,1900,1800,1300,1500
1900,1800,1300,1500,1625
1800,1300,1500,1625,1450
1300,1500,1625,1450,1550
1500,1625,1450,1550,1800
1625,1450,1550,1800,1400
1450,1550,1800,1400,1500
1550,1800,1400,1500,1700
1800,1400,1500,1700,1500
1400,1500,1700,1500,1300
1500,1700,1500,1300,1300
1700,1500,1300,1300,1500
1500,1300,1300,1500,1400
1300,1300,1500,1400,1800
1300,1500,1400,1800,1500
1500,1400,1800,1500,1450
1400,1800,1500,1450,1700
1800,1500,1450,1700,1700
1500,1450,1700,1700,1400
1450,1700,1700,1400,1500
1700,1700,1400,1500,1425
1700,1400,1500,1425,1750
1400,1500,1425,1750,1500
1500,1425,1750,1500,1500
1425,1750,1500,1500,1400
1750,1500,1500,1400,1200
1500,1500,1400,1200,1500
1500,1400,1200,1500,1500
1400,1200,1500,1500,1800
1200,1500,1500,1800,2000
1500,1500,1800,2000,1800
1500,1800,2000,1800,1500
1800,2000,1800,1500,1325
2000,1800,1500,1325,1425
1800,1500,1325,1425,1500
1500,1325,1425,1500,1600
1325,1425,1500,1600,1500
1425,1500,1600,1500,1500
1500,1600,1500,1500,1600
1600,1500,1500,1600,1500
1500,1500,1600,1500,1700
1500,1600,1500,1700,1700
1600,1500,1700,1700,1500
1500,1700,1700,1500,1665
1700,1700,1500,1665,1360
1700,1500,1665,1360,1680
1500,1665,1360,1680,1375
1665,1360,1680,1375,1500
1360,1680,1375,1500,1999
1680,1375,1500,1999,1450
1375,1500,1999,1450,1300
1500,1999,1450,1300,1650
1999,1450,1300,1650,1600
1450,1300,1650,1600,1550
1300,1650,1600,1550,1500
1650,1600,1550,1500,1450
1600,1550,1500,1450,1400
1550,1500,1450,1400,1625
1500,1450,1400,1625,1475
1450,1400,1625,1475,1502
1400,1625,1475,1502,1575
1625,1475,1502,1575,1500
1475,1502,1575,1500,1500
1502,1575,1500,1500,1850
1575,1500,1500,1850,2100
1500,1500,1850,2100,1475
1500,1850,2100,1475,1400
1850,2100,1475,1400,1700
2100,1475,1400,1700,1500
1475,1400,1700,1500,1500
1400,1700,1500,1500,1350
1700,1500,1500,1350,1550
1500,1500,1350,1550,1500
1500,1350,1550,1500,1350
1350,1550,1500,1350,1400
1550,1500,1350,1400,1625
1500,1350,1400,1625,1350
1350,1400,1625,1350,1500
1400,1625,1350,1500,1300
1625,1350,1500,1300,1400
1350,1500,1300,1400,1500
1500,1300,1400,1500,1250
1300,1400,1500,1250,1300
1400,1500,1250,1300,1500
1500,1250,1300,1500,1600
1250,1300,1500,1600,1450
1300,1500,1600,1450,1290
1500,1600,1450,1290,1500
1600,1450,1290,1500,1500
1450,1290,1500,1500,1900
1290,1500,1500,1900,1500
1500,1500,1900,1500,1500
1500,1900,1500,1500,1450
1900,1500,1500,1450,1300
1500,1500,1450,1300,1600
1500,1450,1300,1600,1600
1450,1300,1600,1600,1500
1300,1600,1600,1500,1485
1600,1600,1500,1485,1350
1600,1500,1485,1350,1325
1500,1485,1350,1325,1350
1485,1350,1325,1350,1500
1350,1325,1350,1500,1500
1325,1350,1500,1500,1500
1350,1500,1500,1500,1200
1500,1500,1500,1200,1500
1500,1500,1200,1500,1500
1500,1200,1500,1500,1425
1200,1500,1500,1425,1600
1500,1500,1425,1600,1500
1500,1425,1600,1500,1500
1425,1600,1500,1500,1400
1600,1500,1500,1400,1525
1500,1500,1400,1525,1375
1500,1400,1525,1375,1300
1400,1525,1375,1300,1350
1525,1375,1300,1350,1280
1375,1300,1350,1280,1150
1300,1350,1280,1150,1500
1350,1280,1150,1500,1225
1280,1150,1500,1225,1500
1150,1500,1225,1500,1500
1500,1225,1500,1500,1425
1225,1500,1500,1425,1700
1500,1500,1425,1700,1500
1500,1425,1700,1500,1450
1425,1700,1500,1450,1960
1700,1500,1450,1960,1425
1500,1450,1960,1425,1700
1450,1960,1425,1700,1400
1960,1425,1700,1400,1450
1425,1700,1400,1450,1800
1700,1400,1450,1800,1800
1400,1450,1800,1800,1600
1450,1800,1800,1600,1600
1800,1800,1600,1600,1300
1800,1600,1600,1300,1550
1600,1600,1300,1550,1400
1600,1300,1550,1400,1550
1300,1550,1400,1550,1400
1550,1400,1550,1400,1690
1400,1550,1400,1690,1625
1550,1400,1690,1625,1500
1400,1690,1625,1500,1500
1690,1625,1500,1500,1350
1625,1500,1500,1350,1500
1500,1500,1350,1500,1500
1500,1350,1500,1500,1700
1350,1500,1500,1700,1500
1500,1500,1700,1500,1475
1500,1700,1500,1475,1500
1700,1500,1475,1500,1700
1500,1475,1500,1700,1500
1475,1500,1700,1500,1675
1500,1700,1500,1675,1550
1700,1500,1675,1550,1500
1500,1675,1550,1500,1450
1675,1550,1500,1450,1500
1550,1500,1450,1500,1325
1500,1450,1500,1325,2000
1450,1500,1325,2000,1500
