0,1,2,3,4,5,6,7
697.5493,808.9828,67.2337,-344.90897,414.76718,619.4888,927.2313,-860.8106
-534.74725,442.76215,524.56805,302.86386,695.7177,564.62994,114.382675,-986.1882
-541.10657,431.32782,479.99045,290.74622,678.81573,625.34155,116.57611,-978.45416
-332.0074,368.01105,477.3887,381.03043,414.44174,731.45593,227.93706,-749.7451
772.94446,782.44214,51.32683,-302.3414,321.4479,665.40765,969.1078,-769.3101
803.5449,764.9191,16.623941,-292.0139,268.70462,725.98944,990.20056,-722.20264
482.08527,879.44073,125.059616,-454.43973,680.00586,471.866,802.23206,-1123.6136
682.3425,807.19965,66.209206,-345.06204,421.82877,622.4198,918.7676,-867.5174
584.1907,838.0905,80.05749,-402.27252,541.15436,569.27673,862.85614,-989.93506
-366.4121,392.74432,500.11368,391.09647,501.50662,647.12585,208.67967,-792.8642
-506.5325,418.9731,511.4014,278.22083,603.209,652.59045,128.47916,-955.52527
655.7253,824.704,89.581085,-364.6143,473.60184,572.6422,900.42523,-919.82587
510.74902,869.0135,107.32382,-441.70737,638.0235,508.2276,822.72705,-1078.8689
685.2525,807.69135,77.983925,-339.6605,423.67807,606.80115,918.35895,-868.4202
495.44595,868.1737,127.191315,-433.16977,653.3107,481.7595,807.92017,-1094.16
-457.51462,413.9479,494.34988,339.60785,596.2073,629.63495,160.20549,-890.82446
-578.7726,452.20593,517.0907,277.47726,737.8742,565.0677,92.40316,-1028.7007
507.94427,878.9053,148.40964,-435.60532,665.033,444.8989,812.8988,-1104.7513
816.52203,768.312,35.666534,-283.98114,268.88702,698.80804,995.03845,-718.6995
767.90234,789.7091,69.04668,-305.00696,339.73206,636.45074,965.2142,-784.51917
-547.55115,436.11316,493.12585,289.88358,692.1856,605.9991,111.18542,-989.5086
801.5173,770.7794,36.041756,-289.78714,282.12286,697.01276,988.1342,-730.17773
815.9369,767.8982,40.614666,-289.14673,263.91553,700.8162,993.6388,-722.0383
-323.9395,370.91626,477.32114,398.93228,426.7903,710.15283,233.31943,-740.22675
-462.7712,417.9067,503.95377,338.52075,606.8008,615.18994,157.30779,-898.33307
489.84384,877.1976,128.71605,-449.01303,673.21906,469.18747,805.9081,-1116.7184
571.365,844.589,93.12041,-406.59656,561.56793,547.6036,854.84357,-1007.74646
701.69385,792.6465,51.828373,-343.25363,379.6776,662.2233,929.09296,-842.67676
701.3979,793.2947,51.97065,-343.4071,379.923,662.227,929.2761,-842.03656
-572.2815,455.75845,543.6941,282.10376,744.16144,528.2536,91.33168,-1038.1106
772.8124,782.3978,51.475803,-302.4968,321.66803,665.4916,969.3784,-769.08344
755.0968,793.14386,65.07998,-314.13754,352.9713,637.2589,958.0043,-799.365
424.0678,882.6696,132.88176,-461.33606,721.37354,461.85382,769.9705,-1160.1052
-698.09955,487.71918,540.1558,214.7017,880.4738,494.80182,23.782133,-1173.5432
631.9222,828.9163,80.04151,-378.9841,492.8228,581.3664,889.7787,-938.73303
-640.4717,483.48837,578.22003,253.00995,840.28204,454.7848,49.855614,-1126.5378
-434.58813,395.23184,471.93243,331.41522,533.62946,697.29486,174.09737,-858.82117
-428.09613,407.28296,497.21793,356.24994,566.431,633.6715,175.61877,-860.07196
472.94284,872.2061,95.68573,-464.1038,672.28235,513.5946,801.4929,-1120.822
-624.33307,468.16394,538.6847,255.24129,800.94403,516.4343,62.953205,-1094.1769
552.864,854.67065,121.691216,-416.94583,589.04803,509.04626,839.53784,-1041.8488
600.42676,834.18506,73.44803,-398.0426,523.8976,580.91675,872.3873,-974.29
-550.0529,454.59436,555.4519,298.8857,730.8613,512.2734,101.0979,-1020.01587
654.71454,808.7754,75.764404,-346.84415,444.90857,608.03143,901.1301,-890.00604
432.33868,888.87256,136.38786,-469.954,729.3826,448.1976,773.15356,-1171.5593
-330.38446,370.1592,454.13788,403.20496,436.7913,724.7806,234.31415,-734.5921
654.2763,817.4633,96.10062,-392.6444,436.5986,610.32275,896.67816,-927.27747
472.667,872.8633,95.79967,-464.2283,672.48615,513.58167,801.6261,-1120.2208
-692.467,485.40802,535.04224,216.96127,871.5082,503.8947,27.599808,-1164.9727
773.80615,782.6174,50.089317,-304.4654,322.63882,665.3106,969.1925,-772.40845
551.04535,854.2388,114.23175,-420.98468,588.59265,518.3002,839.6416,-1042.7186
-545.8469,441.295,511.57303,293.91232,700.8291,579.46356,109.607445,-995.2492
-442.54688,403.97437,471.94827,344.11258,567.0846,667.56836,171.88112,-863.9281
782.8683,759.36536,21.488096,-294.2873,263.03235,739.0174,977.4297,-726.0717
642.0713,821.2608,69.71553,-372.6327,473.79083,600.4136,895.6394,-922.5974
481.90363,872.07806,112.58775,-451.92828,668.49384,492.80487,802.6757,-1115.3767
564.4138,832.44476,91.00296,-389.22092,545.8619,562.3067,849.28687,-991.37744
-673.64667,479.50177,535.1051,227.37447,851.94556,507.3025,36.64126,-1147.2847
-675.8995,483.3841,547.9554,225.61577,857.96,491.94824,34.315475,-1154.6884
-712.9134,492.772,545.884,207.7257,899.73267,481.4079,14.242434,-1193.4502
587.2186,835.25037,111.37222,-420.96277,513.03143,570.84155,857.93024,-1001.3333
742.4971,792.8111,58.319584,-319.7592,359.78644,645.8885,952.00397,-807.72455
-643.0987,479.13504,559.4663,248.78374,832.2802,481.54105,50.570393,-1121.5437
528.9416,863.2719,111.759155,-430.8104,622.2484,504.35458,829.0449,-1067.6879
-309.6305,376.0517,495.87863,422.08237,438.04938,669.02423,239.78856,-729.4032
422.76593,894.2838,138.09407,-479.1021,744.5218,441.0358,768.61053,-1186.4996
445.52734,889.4381,135.82477,-469.7882,722.308,447.5813,780.7442,-1165.3151
-617.93896,460.80026,518.94434,255.17961,782.0809,548.5919,70.56398,-1076.6322
636.8168,825.1893,72.44898,-378.11853,483.73047,593.5316,893.14746,-931.90814
547.6705,863.2268,142.02507,-408.7816,612.5487,469.54227,834.7966,-1052.031
763.57996,788.43414,61.40334,-307.5115,339.13568,646.4761,962.824,-786.0846
-411.1434,394.16003,468.16928,360.83133,531.929,680.11255,187.71797,-831.2374
-429.282,402.8339,476.86258,353.28336,554.164,666.93146,179.33487,-846.92035
-380.12546,392.33304,486.31647,381.10367,508.38834,663.58496,203.34367,-801.9774
-674.7172,478.8387,542.8831,219.11317,844.2321,510.46832,34.662716,-1152.3195
637.88495,826.82025,80.148735,-376.17474,487.02695,582.43317,892.70123,-934.19434
-370.0818,388.00046,479.93814,385.78995,493.70166,676.2971,209.46262,-787.87665
763.00854,786.33746,57.580166,-306.1808,334.1643,655.80115,964.8594,-778.80414
518.9149,851.50366,144.75716,-479.83188,575.058,538.77264,812.49536,-1101.5676
457.75223,886.589,128.34775,-466.86337,706.8115,461.96448,789.738,-1148.7689
796.317,762.66656,53.799023,-267.541,275.78046,682.4663,979.8343,-721.86975
732.00256,785.3026,53.308548,-319.75787,362.8331,654.15,943.93726,-814.4825
-642.9322,479.21045,560.2794,248.94746,832.4902,480.67627,50.91752,-1121.2053
451.4357,886.10376,125.763176,-470.7545,712.58966,463.06488,785.6565,-1157.3804
-705.1684,492.50247,553.32025,213.05269,896.0669,471.8763,17.66177,-1188.7606
-642.9322,479.21045,560.2794,248.94746,832.4902,480.67627,50.91752,-1121.2053
-644.7545,473.71664,539.7739,243.94843,822.8339,510.34293,52.6767,-1115.2188
723.08264,788.2877,45.847008,-324.32236,365.31226,663.45215,942.0365,-815.9287
458.88962,873.56134,131.8695,-457.22723,676.6423,483.23557,788.0551,-1130.5361
618.2531,837.6681,100.58499,-383.50436,519.9078,546.37537,879.3275,-964.2137
-699.12396,490.5632,547.80286,215.56108,885.3532,484.3091,22.936224,-1176.0098
608.1683,831.00165,118.480865,-421.02536,482.87933,581.52747,868.7674,-983.7501
543.9215,849.297,91.08884,-419.72055,587.5567,543.924,839.70996,-1035.1006
508.4076,864.9666,97.96727,-444.71515,636.2964,519.4636,820.26825,-1083.3467
-329.8612,375.8921,477.21616,404.57394,446.25354,694.16925,231.3499,-744.7742
572.15063,849.0453,106.58573,-405.02237,569.7716,526.524,853.2609,-1014.2025
730.697,792.90784,41.337955,-331.6826,365.31656,665.95886,948.30133,-815.55743
-388.186,387.14972,478.6386,360.95734,491.0481,696.93677,198.3937,-809.49384
756.2115,783.7322,63.29302,-329.43945,319.98868,673.0597,956.9494,-796.9929
-653.7244,476.03067,541.83954,239.49332,834.2976,503.39896,46.60538,-1128.0355
-455.4771,416.07532,564.918,302.09775,557.93164,612.02356,149.05388,-921.2945
673.2259,812.6866,67.90186,-355.2882,438.3413,613.4409,913.6863,-885.2753
551.52747,857.1787,105.914536,-419.35727,594.1153,520.7878,843.394,-1037.5338
636.65497,810.52905,82.223114,-349.2104,461.19104,597.9744,890.2303,-905.2864
-334.6126,367.7874,470.19867,380.77158,416.78024,737.6398,228.31152,-748.3745
