price,size,price/size,balcony,juliet_balcony,basement,terrace,loggia,yard,attic,floor,rooms,bathrooms,state,building_type,built_year,elevator,furnished,kitchen_separate,kitchen_kitchenette,kitchen_window,separate_restroom,shower,bathtub,bidet,bathroom_window,offering,date_listed,street,subdivision,borough
6500,100,65,0,0,0,1,0,0,0,5,2,1,,,,1,1,0,0,,0,,,0,0,agency,2018-11-17,,,
6500,101,64.3564356435644,0,0,0,0,0,0,0,2,3,,high standard,,,,,0,1,,0,,,0,0,agency,2022-04-06,Skłodowskiej,Plac grunwaldzki,Śródmieście
6500,101,64.3564356435644,1,0,1,0,0,0,0,3,3,1,in need of finishing,apartment building,2010,1,,0,1,,0,,,0,0,agency,2013-07-17,Turniejowa,,Krzyki
6500,103.5,62.8019323671498,0,0,0,0,0,0,0,4,3,,very good,,,1,,0,1,,0,,,0,0,agency,2017-01-30,Kościuszki,,Stare miasto
6500,105,61.9047619047619,0,0,0,1,0,0,0,8,4,,very good,apartment building,2017,1,,0,1,,0,,,0,0,agency,2023-06-06,Jesionowa,Tarnogaj,Krzyki
6500,105,61.9047619047619,0,0,0,0,0,0,0,28,3,,,,,,,0,0,,0,,,0,0,agency,2018-07-05,Gwiaździsta,Powstańców śląskich,Krzyki
6500,105,61.9047619047619,0,0,0,0,0,0,0,28,3,,,,,,,0,0,,0,,,0,0,agency,2018-04-10,Gwiaździsta,,Krzyki
6500,105,61.9047619047619,1,0,0,0,0,0,0,3,4,,,,,,1,0,0,,0,,,0,0,agency,2022-06-21,Rybnicka,,Krzyki
6500,105,61.9047619047619,1,0,0,0,0,0,0,2,3,,high standard,,2007,,,0,0,,0,,,0,0,agency,2013-04-10,Zyndrama z maszkowic,,Stare miasto
6500,105,61.9047619047619,1,0,0,0,0,0,0,3,4,,,,,,1,0,1,,0,,,0,0,agency,2022-05-31,,,Krzyki
6500,106,61.3207547169811,0,0,0,0,0,0,0,12,3,,,,,,,0,0,,0,,,0,0,agency,2018-05-11,Gwiaździsta,Powstańców śląskich,Krzyki
6500,106,61.3207547169811,0,0,0,0,0,0,0,12,3,,,,,,,0,0,,0,,,0,0,agency,2018-04-10,Gwiaździsta,,Krzyki
6500,106,61.3207547169811,0,0,0,0,0,0,0,12,3,,,,2008,,,0,0,,0,,,0,0,agency,2018-03-16,Gwiaździsta,,Krzyki
6500,106,61.3207547169811,0,0,0,0,0,0,0,12,3,2,high standard,,2013,1,1,0,1,,0,,,0,0,private,2015-03-05,Gwiaździsta,,Krzyki
6500,106,61.3207547169811,0,0,0,1,0,0,0,4,4,,high standard,apartment building,2012,1,1,0,0,,0,,,0,0,agency,2013-01-17,Krzycka,,Krzyki
6500,107,60.7476635514019,0,0,0,1,0,0,0,6,3,2,,,,1,1,0,0,,0,,,0,0,agency,2020-11-27,Czysta,,Stare miasto
6500,107,60.7476635514019,0,0,0,0,0,0,0,7,3,,,apartment building,2006,1,,0,0,,0,,,0,0,agency,2020-09-04,Czysta,,Stare miasto
6500,107,60.7476635514019,1,0,0,0,0,0,0,1,4,2,high standard,apartment building,2014,,1,0,0,,0,1,,0,1,commercial,2022-11-23,Ołtaszyńska,,Krzyki
6500,110,59.0909090909091,0,0,0,1,0,0,0,2,4,,good,,2008,1,,0,0,,0,,,0,0,agency,2018-03-12,Hallera,Borek,Krzyki
6500,112.6,57.7264653641208,1,0,0,0,0,0,0,1,5,,,,2014,,1,0,1,,0,,,0,0,agency,2023-06-03,Św. rity,Jagodno,Outside
6500,117.56,55.2909152773052,1,0,1,0,0,0,0,1,5,2,high standard,townhouse,1930,,1,0,0,1,1,1,,0,0,agency,2023-01-04,Piastowska,,Śródmieście
6500,118,55.0847457627119,0,0,0,0,0,0,0,4,3,1,high standard,,,1,,1,0,,0,,,0,0,agency,2018-11-19,Kuźnicza,,Stare miasto
6500,118,55.0847457627119,1,0,0,0,0,0,0,2,4,,high standard,apartment building,2001,1,1,0,0,,0,,,0,0,agency,2013-04-09,Więzienna,,Stare miasto
6500,120,54.1666666666667,1,0,0,0,0,0,0,4,4,2,very good,,1999,1,,1,0,,0,,,0,0,agency,2015-04-21,,,Stare miasto
6500,125,52,1,0,0,0,0,0,0,3,3,,high standard,apartment building,1995,,,0,0,,0,,,0,0,agency,2019-03-05,,Borek,Krzyki
6500,125,52,1,0,1,0,0,0,0,3,3,,high standard,,1995,,,0,0,,0,,,0,0,agency,2019-02-01,,Borek,Krzyki
6500,125,52,0,0,0,1,0,0,0,3,5,1,high standard,,2006,,1,0,1,,0,,,0,0,agency,2023-06-07,Łubinowa,,Krzyki
6500,125,52,1,0,0,0,0,0,0,4,4,2,high standard,,2008,1,1,0,1,1,0,1,1,0,0,agency,2016-06-09,Prusa,,Śródmieście
6500,125,52,0,0,0,0,0,0,0,0,6,,,,,,,0,0,,0,,,0,0,agency,2017-10-02,Skłodowskiej,,Śródmieście
6500,125,52,0,0,0,0,0,0,0,0,6,,,,,,,0,0,,0,,,0,0,agency,2017-09-06,Skłodowskiej,,Śródmieście
6500,126,51.5873015873016,0,0,0,0,0,0,0,3,5,,high standard,,1900,,1,0,1,,0,,,0,0,agency,2023-06-08,Szewska,,Stare miasto
6500,127,51.1811023622047,1,0,1,0,0,0,0,3,4,2,good,,2008,1,1,0,1,,0,,,0,0,agency,2013-10-24,Krawiecka,,Stare miasto
6500,135,48.1481481481481,0,0,0,1,0,0,0,4,4,,very good,apartment building,2012,1,0,0,0,,0,,,0,0,agency,2017-12-04,Krzycka,,Krzyki
6500,140,46.4285714285714,0,0,0,0,0,0,0,0,4,,,,1930,,,0,0,,0,,,0,0,agency,2019-04-25,Racławicka,Borek,Krzyki
6500,162,40.1234567901235,1,0,1,0,0,0,0,3,3,2,high standard,,1905,,1,1,0,1,1,1,,1,1,private,2021-04-30,Norwida,,Śródmieście
6400,89,71.9101123595506,0,0,0,0,1,0,0,1,4,2,high standard,,2018,,1,1,0,1,0,,,0,0,agency,2023-06-05,Tęczowa,,Stare miasto
6400,90,71.1111111111111,0,0,0,1,0,0,0,3,3,2,,,,1,1,0,1,,0,,,0,0,agency,2020-01-02,,,
6400,114,56.140350877193,1,0,0,0,0,0,0,1,6,2,,,2018,,1,0,1,,0,,,0,0,agency,2023-05-16,,,Krzyki
6300,48,131.25,0,0,0,0,0,0,0,,2,,,,,1,,0,1,,0,,,0,0,agency,2016-11-25,Dominikański,,Stare miasto
6300,61,103.27868852459,0,0,1,1,0,0,0,1,3,1,high standard,,2022,,1,0,1,,0,,,0,0,private,2023-04-12,Młynarska,,Psie pole
6300,72,87.5,0,0,0,0,0,0,0,1,4,,,,,,,0,0,,0,,,0,0,agency,2022-07-14,Ołtaszyńska,Ołtaszyn,Krzyki
6300,72.3,87.1369294605809,0,0,1,0,0,0,0,4,4,1,very good,,1945,,1,0,1,,0,,,0,0,agency,2022-08-02,Worcella,,Krzyki
6300,85,74.1176470588235,1,0,0,0,0,0,0,16,3,,very good,,2017,,,0,0,,0,,,0,0,agency,2019-06-15,Podwale,,Stare miasto
6300,98,64.2857142857143,0,0,0,1,0,0,0,1,4,2,,,2010,,1,0,0,,0,,,0,0,agency,2022-08-09,Wiejska,Oporów,Fabryczna
6300,106,59.4339622641509,1,0,0,0,0,0,0,4,4,,high standard,,,1,,0,0,,0,,,0,0,agency,2013-01-12,,,Krzyki
6300,150,42,1,0,0,0,0,0,0,,4,2,,,,,1,0,1,,0,,,0,0,agency,2022-08-24,,,Krzyki
6290,140,44.9285714285714,1,0,0,0,0,0,0,0,4,,very good,,1900,,1,0,1,,0,,,0,0,agency,2023-05-15,Gajowa,,Krzyki
6200,63,98.4126984126984,0,0,1,0,0,0,0,5,3,1,,apartment building,2016,1,1,0,1,,0,,,0,0,agency,2018-10-08,,,
6200,78,79.4871794871795,1,0,0,0,0,0,0,2,4,,good,,,,1,1,0,,0,,,0,0,private,2022-05-04,Legionów,,Stare miasto
6200,80.68,76.8468021814576,1,0,1,0,0,0,0,2,2,,high standard,,1902,1,,0,1,,0,,,0,0,agency,2022-11-05,Marcinkowskiego,Plac grunwaldzki,Śródmieście
6200,90,68.8888888888889,0,0,0,1,0,0,0,2,4,2,high standard,apartment building,2020,1,1,0,1,,0,,,0,0,agency,2023-02-10,Sarnia,Jagodno,Outside
6200,90,68.8888888888889,1,0,0,0,0,0,0,13,4,,,,,1,1,0,1,,0,,,0,0,agency,2021-09-20,Jesionowa,,Krzyki
6200,90,68.8888888888889,0,0,0,1,0,0,0,13,4,2,,,,1,1,0,1,,0,,,0,0,agency,2018-05-07,Jesionowa,,Krzyki
6200,90,68.8888888888889,0,0,1,0,0,0,0,3,3,2,,,,1,1,0,1,,0,,,0,0,agency,2019-07-09,Zyndrama z maszkowic,,Stare miasto
6200,91,68.1318681318681,0,0,0,1,0,0,0,13,4,2,,,,1,1,0,1,,0,,,0,0,agency,2018-05-14,Jesionowa,,Krzyki
6200,130,47.6923076923077,0,0,0,1,0,0,0,5,4,2,high standard,,2017,1,1,0,1,,0,,,0,0,agency,2018-09-25,Przyjaźni,,Krzyki
6199,72,86.0972222222222,0,0,0,1,0,0,0,1,4,,,,,,1,0,0,,0,,,0,0,agency,2022-07-21,Maczka,,Krzyki
6100,118,51.6949152542373,0,0,0,0,0,0,0,3,6,2,,,,,,1,0,,0,,,0,0,agency,2020-05-14,Kilińskiego,,Stare miasto
6000,34.7,172.910662824208,0,0,0,0,0,0,0,3,1,,good,,2016,1,1,0,0,,0,,,0,0,agency,2015-11-18,Dyrekcyjna,,Krzyki
6000,43,139.53488372093,1,0,0,0,0,0,0,4,1,1,very good,,2021,1,1,1,0,,0,,,0,0,agency,2023-06-17,Staromłyńska,,Śródmieście
6000,43,139.53488372093,1,0,0,0,0,0,0,4,1,,high standard,,2021,1,1,0,1,,0,,,0,0,agency,2023-05-22,Staromłyńska,,Stare miasto
6000,48,125,1,0,1,0,0,0,0,1,2,1,high standard,,2021,,1,0,0,0,0,,,0,0,agency,2022-12-11,Jana pawła ii,,Stare miasto
6000,48,125,0,0,0,1,0,0,0,1,2,1,,,,1,1,0,1,,0,,,0,0,agency,2022-11-18,,,Stare miasto
6000,48,125,0,0,0,1,0,0,0,1,2,1,,,,1,1,0,1,,0,,,0,0,agency,2022-11-16,,,Stare miasto
6000,49,122.448979591837,0,0,0,0,0,0,0,5,2,,,,,1,,0,0,,0,,,0,0,agency,2017-10-10,,,
6000,49,122.448979591837,0,0,0,0,0,0,0,5,2,,,,,1,,0,0,,0,,,0,0,agency,2017-08-02,,,
6000,52,115.384615384615,0,0,0,0,0,0,0,,2,,very good,,,1,,0,1,,0,,,0,0,agency,2016-11-25,,,Stare miasto
6000,54,111.111111111111,0,0,0,0,0,0,0,3,3,,very good,,,,,0,1,,0,,,0,0,agency,2022-08-08,Gdańska,Plac grunwaldzki,Śródmieście
6000,57,105.263157894737,0,0,0,0,0,0,0,4,2,,high standard,apartment building,2013,1,1,0,0,,0,,,0,0,agency,2014-04-12,Krawiecka,,Stare miasto
6000,58.3,102.915951972556,0,0,0,0,1,0,0,1,2,,,,2014,1,,0,0,,0,,,0,0,agency,2016-07-18,Staromłyńska,,Stare miasto
6000,59,101.694915254237,1,0,0,0,0,0,0,1,3,,high standard,apartment building,2021,,,0,1,,0,,,0,0,agency,2022-05-12,,Borek,Krzyki
6000,60,100,1,0,0,0,0,0,0,16,3,,very good,,2012,1,,0,1,,0,,,0,0,agency,2023-01-04,Podwale,,Stare miasto
6000,60,100,1,0,0,0,0,0,0,1,4,,very good,apartment building,2022,1,,0,1,,0,,,0,0,agency,2023-06-03,Walońska,,Stare miasto
6000,61.41,97.7039570102589,1,0,0,0,0,1,0,0,5,,very good,,2017,1,1,0,0,,0,,,0,0,agency,2021-09-08,Na szańcach,,Śródmieście
6000,62,96.7741935483871,0,0,0,1,0,0,0,2,3,,very good,,,1,,0,1,,0,,,0,0,agency,2017-05-10,Krucza,,Krzyki
6000,62,96.7741935483871,1,0,0,0,0,1,0,0,3,,very good,,2022,1,,0,1,,0,,,0,0,agency,2023-03-16,Wichrowa,,Krzyki
6000,64.33,93.2690812995492,0,0,0,0,0,0,0,6,2,,high standard,,2013,1,,0,0,,0,,,0,0,agency,2023-06-14,Przyjaźni,Klecina,Krzyki
6000,65,92.3076923076923,0,0,0,0,0,0,0,5,2,,high standard,,2016,1,,0,1,,0,,,0,0,agency,2018-01-16,Podwale,,Stare miasto
6000,67.47,88.9284126278346,1,0,0,0,0,0,0,1,3,1,,apartment building,2016,1,1,0,1,,0,,,0,0,agency,2022-08-04,Wyspiańskiego,,Śródmieście
6000,69,86.9565217391304,0,0,0,1,0,0,0,2,3,1,,apartment building,2021,1,1,0,1,,0,,,0,0,agency,2022-10-25,,,Stare miasto
6000,73.5,81.6326530612245,0,0,0,0,0,0,0,4,3,,,,,1,,0,0,,0,,,0,0,agency,2015-12-10,,,Stare miasto
6000,73.5,81.6326530612245,0,0,0,0,0,0,0,4,3,,,,,1,,0,0,,0,,,0,0,agency,2015-10-01,,,Stare miasto
6000,74,81.0810810810811,0,0,0,1,0,0,0,1,3,1,very good,,2011,,1,0,1,,0,,,0,0,agency,2023-02-06,Rzeźbiarska,Dąbie,Śródmieście
6000,74,81.0810810810811,1,0,0,0,0,0,0,1,3,,high standard,,,,1,0,0,,0,,,0,0,agency,2019-01-29,,,
6000,75,80,0,0,0,0,0,0,0,6,3,2,,apartment building,2017,1,1,0,1,,0,,,0,0,agency,2022-11-16,Drobnera,,Stare miasto
6000,75,80,0,0,0,1,0,0,0,5,3,,high standard,apartment building,2014,,,0,1,,0,,,0,0,agency,2018-02-13,Drobnera,,Śródmieście
6000,75,80,0,0,0,0,0,0,0,2,3,,,,2013,,,0,0,,0,,,0,0,agency,2018-01-09,Witolda,,Stare miasto
6000,75,80,0,0,0,0,0,0,0,2,3,,,,,,,0,0,,0,,,0,0,agency,2013-05-17,,,Stare miasto
6000,75.15,79.8403193612774,1,0,0,0,0,1,0,0,4,1,high standard,apartment building,2020,,1,0,1,,1,1,,0,0,private,2022-09-18,Jodłowicka,Stabłowice,Fabryczna
6000,75.57,79.3965859468043,0,0,0,1,0,0,0,7,3,1,,,2021,1,1,0,1,,0,,,0,0,agency,2023-05-05,Witolda,,Śródmieście
6000,78,76.9230769230769,0,0,0,1,0,0,0,4,2,1,high standard,,2018,1,1,0,1,,0,,,0,0,agency,2023-06-16,,Przedmieście oławskie,Krzyki
6000,78,76.9230769230769,1,0,1,0,0,0,0,7,4,2,high standard,,2021,1,1,0,1,,0,,,0,0,agency,2022-04-08,Mieszczańska,Kępa mieszczańska,Śródmieście
6000,78,76.9230769230769,0,0,0,1,0,0,0,4,2,,high standard,,2023,1,1,0,1,,0,,,0,0,agency,2023-06-17,Walońska,,Stare miasto
6000,80,75,0,0,1,0,0,0,0,2,4,,,townhouse,1910,,,0,0,1,0,,,0,0,agency,2022-09-15,Dąbrowskiego,,Śródmieście
6000,80,75,0,0,0,0,0,0,0,,3,,,,,1,,0,0,,0,,,0,0,agency,2016-11-25,Odrzańska,,Stare miasto
6000,80,75,1,0,1,0,0,0,0,1,3,,very good,,2008,1,,0,1,,0,,,0,0,agency,2016-12-15,Turniejowa,,Krzyki
6000,80,75,1,0,1,0,0,0,0,1,3,,very good,apartment building,2008,1,,0,1,,0,,,0,0,agency,2016-11-25,Turniejowa,,Krzyki
6000,82,73.1707317073171,0,0,0,1,0,0,0,2,4,,good,,2019,1,,0,1,,0,,,0,0,agency,2023-05-19,Mieszczańska,,Stare miasto
6000,82,73.1707317073171,0,0,0,1,0,0,0,2,4,,good,,2019,1,,0,1,,0,,,0,0,agency,2022-11-07,Mieszczańska,,Stare miasto
6000,82,73.1707317073171,0,0,0,1,0,0,0,2,4,,good,,2019,1,,0,1,,1,,,0,0,agency,2022-05-06,Mieszczańska,,Stare miasto
6000,82,73.1707317073171,0,0,0,0,0,0,0,2,3,,,,,,1,0,1,,0,,,0,0,agency,2019-07-09,,,
6000,83,72.289156626506,0,0,0,1,0,0,0,6,3,2,very good,apartment building,2012,1,1,0,1,,0,,,0,0,agency,2023-05-16,,Powstańców śląskich,Krzyki
6000,83,72.289156626506,0,0,1,1,0,0,0,1,3,,very good,block of flats,2015,,,0,1,,0,,,0,0,agency,2022-11-05,Obrońców poczty gdańskiej,Ołtaszyn,Krzyki
6000,83,72.289156626506,1,0,0,0,0,0,0,8,3,2,,,,1,1,0,1,,0,,,0,0,agency,2023-06-01,Dmowskiego,,Stare miasto
6000,83.19,72.1240533717995,0,0,0,1,0,0,0,1,3,1,good,apartment building,2011,1,1,0,1,,0,,,0,0,agency,2017-12-06,Witolda,,Stare miasto
6000,84,71.4285714285714,0,0,0,1,0,0,0,3,4,,high standard,apartment building,2020,1,,0,1,,1,,,0,0,agency,2022-05-25,Obornicka,Różanka,Psie pole
6000,85,70.5882352941177,0,0,0,0,0,0,0,15,3,1,high standard,apartment building,2013,1,,0,1,,0,,,0,0,agency,2018-02-02,Podwale,,Stare miasto
6000,87,68.9655172413793,0,0,1,0,0,0,0,4,3,1,very good,,1905,,1,0,0,,0,,,0,0,agency,2021-07-06,Skłodowskiej,,Śródmieście
6000,88.9,67.4915635545557,0,0,0,1,0,0,0,16,4,,very good,,,,,0,1,,0,,,0,0,agency,2020-07-23,Jesionowa,Tarnogaj,Krzyki
6000,89,67.4157303370787,1,0,0,0,0,0,0,1,4,,very good,,,,,0,1,,0,,,0,0,agency,2022-02-10,Piastów,Oporów,Fabryczna
6000,89,67.4157303370787,0,0,0,1,0,0,0,2,3,,,,,,,0,0,,0,,,0,0,agency,2019-11-13,Zyndrama z maszkowic,Kępa mieszczańska,Śródmieście
6000,89,67.4157303370787,0,0,0,0,0,0,0,5,2,1,high standard,,,1,1,0,1,,0,,,0,0,agency,2013-03-11,,,Stare miasto
6000,90,66.6666666666667,1,0,0,0,0,0,0,1,4,,very good,apartment building,2013,,1,0,1,,0,,,0,0,agency,2023-03-16,Piastów,Oporów,Fabryczna
6000,90,66.6666666666667,0,0,0,0,0,0,0,16,4,2,,apartment building,2016,1,1,0,1,,0,,,0,0,agency,2023-01-15,Jesionowa,,Krzyki
6000,90,66.6666666666667,1,0,0,0,0,0,0,,4,,,,,,1,0,1,,0,,,0,0,agency,2023-03-25,Malinowskiego,,Krzyki
6000,90,66.6666666666667,1,0,0,0,0,0,0,2,4,1,,,2021,,1,0,1,,0,,,0,0,agency,2022-10-06,Malinowskiego,,Krzyki
6000,90,66.6666666666667,1,0,0,0,0,0,0,2,4,2,,,2021,,1,0,1,,0,,,0,0,agency,2022-09-28,Malinowskiego,,Krzyki
6000,91,65.9340659340659,0,0,0,1,0,0,0,5,3,,,,,,,0,0,,0,,,0,0,agency,2020-01-14,Wiśniowa,,Krzyki
6000,92,65.2173913043478,1,0,0,0,0,0,0,1,3,,,,,,1,0,0,,0,,,0,0,agency,2023-02-24,Wierzbowa,,Stare miasto
6000,94,63.8297872340426,1,0,0,0,0,0,0,3,4,,very good,,2007,,,0,1,,0,,,0,0,agency,2021-09-30,Strońska,Gaj,Krzyki
6000,94.3,63.626723223754,0,1,0,0,0,0,0,1,4,1,good,,1996,,0,0,0,,0,,,0,0,private,2020-12-12,Igielna,,Stare miasto
6000,95,63.1578947368421,0,0,1,1,0,0,0,1,4,1,,,2018,1,1,0,1,,0,,,0,0,agency,2023-06-01,Białodrzewna,,Fabryczna
6000,95,63.1578947368421,0,0,1,1,0,0,0,1,4,1,,,2021,1,1,0,1,,0,,,0,0,agency,2023-01-31,,,Fabryczna
6000,95,63.1578947368421,0,0,0,0,0,0,0,1,4,2,,,,,1,0,0,,0,,,0,0,agency,2022-10-05,,,Krzyki
6000,97,61.8556701030928,1,0,0,0,0,0,0,2,3,,,,,1,1,0,0,,0,,,0,0,agency,2013-07-30,Racławicka,,Krzyki
6000,98,61.2244897959184,0,0,1,1,0,0,0,2,3,2,high standard,,,1,1,0,1,,1,1,1,1,0,agency,2018-04-11,Witolda,,Stare miasto
6000,98,61.2244897959184,1,0,0,0,0,0,0,2,3,2,high standard,,,1,1,0,1,,0,,,0,0,agency,2018-04-05,Witolda,,Stare miasto
6000,100,60,0,0,0,0,0,0,0,4,3,,very good,townhouse,1900,1,,0,1,,0,,,0,0,agency,2016-12-15,Świdnicka,,Stare miasto
6000,100,60,0,0,0,0,0,0,0,4,3,,very good,townhouse,1930,1,,0,1,,0,,,0,0,agency,2016-11-25,Świdnicka,,Stare miasto
6000,100,60,0,0,0,0,0,0,0,4,3,1,,,,1,0,0,0,,0,,,0,0,agency,2014-12-29,Świdnicka,,Stare miasto
6000,100,60,1,0,0,0,0,0,0,1,4,,,,,,1,0,0,,0,,,0,0,agency,2019-08-29,,,Krzyki
6000,100.95,59.4353640416048,0,0,1,0,0,0,0,0,4,,very good,,1911,,0,0,0,1,0,,,0,0,agency,2023-04-20,Barlickiego,Ołbin,Śródmieście
6000,102,58.8235294117647,0,0,0,0,0,0,0,2,3,1,,block of flats,2001,,0,0,1,,0,,,0,0,agency,2023-05-24,Stanisławowska,,Fabryczna
6000,103,58.252427184466,0,0,0,0,0,0,0,0,4,1,very good,,1911,,1,1,0,,0,,,0,0,agency,2023-06-16,Barlickiego,,Śródmieście
6000,103,58.252427184466,0,0,0,1,0,0,0,4,3,2,,,2006,1,1,0,1,,0,,,0,0,agency,2023-02-13,Róży wiatrów,,Krzyki
6000,104,57.6923076923077,1,0,1,0,0,0,0,3,4,2,high standard,multi-family house,2008,,1,0,1,,0,,,0,0,agency,2022-08-12,Zwycięska,Partynice,Krzyki
6000,104.79,57.2573718866304,1,0,0,0,0,0,0,3,4,1,very good,,2016,,1,0,1,,0,1,1,1,0,agency,2023-06-07,,,Krzyki
6000,105,57.1428571428571,0,0,0,0,0,0,0,1,3,,,,2010,1,,0,0,,0,,,0,0,agency,2019-07-30,Chopina,Zalesie,Śródmieście
6000,105.08,57.0993528740008,0,0,0,0,0,0,0,3,3,,high standard,apartment building,2014,1,1,1,0,,0,,,0,0,agency,2022-02-04,Sienkiewicza,,Stare miasto
6000,106,56.6037735849057,0,0,1,1,0,0,0,1,3,2,high standard,,2010,,1,0,1,1,1,1,1,1,0,agency,2020-09-03,Chopina,,Śródmieście
6000,107,56.0747663551402,0,0,0,1,0,0,0,6,3,2,,,,1,1,0,1,,0,,,0,0,agency,2020-12-10,Czysta,,Stare miasto
6000,107,56.0747663551402,1,0,0,0,0,0,0,1,3,,good,,,1,,0,0,,0,,,0,0,agency,2013-03-11,,,Stare miasto
6000,109,55.045871559633,0,0,0,0,0,0,0,2,3,,good,,2001,,,0,1,,0,,,0,0,agency,2023-06-06,,Muchobór mały,Fabryczna
6000,110,54.5454545454546,0,0,0,0,0,0,0,4,4,2,very good,,,,,0,0,,0,,,0,0,agency,2017-02-01,,Stare miasto,Stare miasto
6000,110,54.5454545454546,0,0,0,0,0,0,0,4,4,2,very good,,,,0,0,0,,0,,,0,0,agency,2017-01-04,,Stare miasto,Stare miasto
6000,110,54.5454545454546,0,0,0,0,0,0,0,4,,2,very good,,,,0,0,0,,0,,,0,0,agency,2016-06-14,,Stare miasto,Stare miasto
6000,110,54.5454545454546,0,0,0,0,0,0,0,0,3,,,,,,,0,0,,0,,,0,0,agency,2021-05-18,Gromadzka,,Fabryczna
6000,110,54.5454545454546,0,0,0,1,0,0,0,2,4,2,very good,,,1,1,0,1,,0,,,0,0,agency,2016-03-16,Hallera,,Krzyki
6000,110,54.5454545454546,1,0,0,0,0,0,0,1,4,,,,2010,,,0,0,,0,,,0,0,agency,2016-02-15,Hallera,,Krzyki
6000,110,54.5454545454546,1,0,0,0,0,0,0,2,4,,,,2010,,,0,0,,0,,,0,0,agency,2016-01-05,Hallera,,Krzyki
6000,110,54.5454545454546,0,0,0,0,0,0,0,5,3,,,,1908,1,,0,1,,0,,,0,0,agency,2016-01-28,Oławska,,Stare miasto
6000,110,54.5454545454546,0,0,0,1,0,0,0,1,4,,very good,,,,,0,0,,0,,,0,0,agency,2019-02-05,Unruga,,Krzyki
6000,110,54.5454545454546,0,0,0,0,0,0,0,3,4,1,,,,,1,0,1,,0,,,0,0,agency,2019-07-23,,,
6000,112,53.5714285714286,1,0,1,0,0,0,0,1,5,2,high standard,block of flats,2003,,1,1,0,,0,,,0,0,agency,2023-04-27,Vivaldiego,,Krzyki
6000,112,53.5714285714286,0,0,0,1,0,0,0,3,3,2,high standard,,2010,1,1,1,0,,0,,,0,0,agency,2023-06-16,Wietrzna,,Krzyki
6000,116.4,51.5463917525773,0,0,1,0,0,0,0,5,4,2,good,,2011,1,1,0,1,,0,1,1,0,0,agency,2014-03-15,,Powstańców śląskich,Krzyki
6000,118,50.8474576271186,1,0,0,0,0,0,0,2,4,,,,,1,1,0,0,,0,,,0,0,agency,2013-03-11,,,Stare miasto
6000,120,50,1,0,0,0,0,0,0,,3,,,,2010,,,0,1,,0,,,0,0,agency,2017-01-31,,Żerniki,Fabryczna
6000,120,50,0,0,0,1,0,0,0,1,3,,very good,,,,,0,0,,0,,,0,0,agency,2021-10-26,,Zalesie,Śródmieście
6000,120,50,1,0,0,0,0,0,0,-1,3,2,high standard,,,1,1,0,1,,0,,,0,0,agency,2015-01-29,Więzienna,,Stare miasto
6000,120,50,1,0,0,0,0,0,0,4,4,,high standard,apartment building,2001,1,1,1,0,,0,,,0,0,agency,2013-04-24,Więzienna,,Stare miasto
6000,121,49.5867768595041,0,0,0,0,0,0,0,2,4,,good,,1912,,,0,0,,0,,,0,0,agency,2014-09-12,,Plac grunwaldzki,Śródmieście
6000,124.85,48.0576692030437,0,0,1,0,0,0,0,3,4,,,,,1,,0,0,,0,,,0,0,agency,2012-10-10,Prusa,,Stare miasto
6000,125,48,0,0,0,0,0,0,0,4,3,,good,,,,,0,0,,0,,,0,0,agency,2012-11-23,Mikołaja,,Stare miasto
6000,125,48,0,0,0,1,0,0,0,5,4,2,high standard,,2017,1,1,0,1,,0,,,0,0,agency,2020-07-17,Przyjaźni,,Krzyki
6000,125,48,1,0,0,0,0,0,0,4,4,,,,2008,1,,0,1,,0,,,0,0,agency,2016-12-08,Przyjaźni,,Krzyki
6000,127,47.244094488189,1,0,0,0,0,0,0,1,3,2,high standard,apartment building,2000,,1,0,0,1,0,,,0,0,agency,2020-10-14,Jaracza,,Śródmieście
6000,128,46.875,1,0,0,0,0,0,0,1,3,,high standard,block of flats,1999,,,0,0,,0,,,0,0,agency,2020-09-22,,,
6000,129.73,46.2499036460341,1,0,1,0,0,0,0,2,5,1,very good,,1912,,0,1,0,,0,,,0,0,agency,2023-05-07,Sztabowa,,Krzyki
6000,131,45.8015267175573,0,0,0,0,0,0,0,1,4,,,,2010,,,0,0,,0,,,0,0,agency,2015-10-02,Pola,Karłowice,Psie pole
6000,132,45.4545454545455,0,0,0,1,0,0,0,2,3,3,,,2008,1,1,0,1,,0,,,0,0,agency,2021-02-22,,Stare miasto,Stare miasto
6000,133,45.1127819548872,0,0,0,0,0,0,0,2,3,2,,apartment building,2008,1,1,0,1,,0,,,0,0,agency,2021-04-09,,Stare miasto,Stare miasto
6000,133,45.1127819548872,0,0,0,0,0,0,0,2,3,3,,,2008,1,1,0,1,,0,,,0,0,agency,2020-02-07,,Stare miasto,Stare miasto
6000,133,45.1127819548872,1,0,0,0,0,0,0,3,3,,,townhouse,2001,1,,0,1,,0,,,0,0,agency,2017-04-12,,Stare miasto,Stare miasto
6000,133.8,44.8430493273543,0,0,0,0,0,0,0,2,3,3,,apartment building,2008,1,,0,1,,0,,,0,0,agency,2021-04-09,,Stare miasto,Stare miasto
6000,135,44.4444444444444,0,0,0,1,0,0,0,3,4,2,high standard,,,,1,1,0,,0,1,1,1,0,agency,2016-03-16,,,Krzyki
