price,size,price/size,balcony,juliet_balcony,basement,terrace,loggia,yard,attic,floor,rooms,bathrooms,state,building_type,built_year,elevator,furnished,kitchen_separate,kitchen_kitchenette,kitchen_window,separate_restroom,shower,bathtub,bidet,bathroom_window,offering,date_listed,street,subdivision,borough
19900,115,173.04347826087,0,0,0,1,0,0,0,3,3,2,high standard,apartment building,2019,1,1,0,0,1,0,,,0,0,private,2019-09-27,,,
19900,118,168.64406779661,0,0,0,1,0,0,0,4,3,,high standard,,2020,,,0,1,,0,,,0,0,agency,2023-06-18,Witolda,,Stare miasto
19000,120,158.333333333333,0,0,0,1,0,1,0,0,4,2,high standard,apartment building,2021,,1,0,1,,0,,,0,0,agency,2023-02-16,Bartla,,Śródmieście
18250,240.8,75.7890365448505,0,0,1,0,0,0,0,4,5,,high standard,,2014,1,,0,1,,0,,,0,0,agency,2016-02-18,Kanonia,,Stare miasto
18250,240.8,75.7890365448505,0,0,1,0,0,0,0,4,5,,high standard,,2014,1,,0,1,,0,,,0,0,agency,2015-12-09,Kanonia,,Stare miasto
18000,113,159.29203539823,0,0,0,0,0,0,0,4,3,,high standard,apartment building,2019,1,1,0,0,,0,,,0,0,agency,2022-01-24,Pomorska,,Stare miasto
17000,103,165.04854368932,0,0,0,0,0,0,0,44,3,,,,,,,0,0,,0,,,0,0,agency,2018-02-05,Gwiaździsta,,Krzyki
16900,112,150.892857142857,0,0,0,0,0,0,0,47,3,,,block of flats,2010,1,,0,0,,0,,,0,0,agency,2020-10-28,Gwiaździsta,,Krzyki
16000,110,145.454545454545,0,0,0,0,0,0,0,47,2,1,high standard,block of flats,2010,1,,0,1,,0,,,0,0,agency,2022-05-26,Gwiaździsta,,Krzyki
16000,118.74,134.748189321206,0,0,0,1,0,0,0,6,4,,high standard,apartment building,2016,1,1,0,0,,0,,,0,0,agency,2017-12-04,Podwale,,Stare miasto
16000,120,133.333333333333,0,0,0,1,0,0,0,1,4,2,,,,,1,0,0,,0,,,0,0,agency,2023-03-17,Racławicka,,Krzyki
16000,120,133.333333333333,0,0,1,1,0,0,0,5,5,2,,,,1,1,0,0,,0,,,0,0,agency,2022-05-31,Witolda,,Śródmieście
15999,150,106.66,1,0,0,0,0,0,0,4,3,2,high standard,,2019,,1,0,1,,0,1,1,0,0,agency,2022-12-09,Staromłyńska,,Stare miasto
15900,220,72.2727272727273,0,0,0,0,0,0,0,4,5,,,,2014,1,,0,0,,0,,,0,0,agency,2016-09-21,,,Stare miasto
15500,150,103.333333333333,0,0,1,1,0,0,0,7,3,,,,,1,1,0,0,,0,,,0,0,agency,2022-08-04,Białowieska,,Fabryczna
15000,106,141.509433962264,0,0,0,0,0,0,0,45,3,,very good,,2012,,,0,1,,0,,,0,0,agency,2023-06-06,Gwiaździsta,,Krzyki
15000,112,133.928571428571,0,0,0,0,0,0,0,47,2,,,,2010,1,,0,0,,0,,,0,0,agency,2021-01-14,Gwiaździsta,,Krzyki
15000,112.2,133.689839572193,0,0,0,1,0,0,0,6,4,2,very good,,2022,1,1,0,0,1,0,,,0,0,agency,2023-06-05,Witolda,,Stare miasto
15000,112.2,133.689839572193,1,0,0,0,0,0,0,6,4,2,very good,block of flats,2020,1,1,0,0,1,1,1,1,0,0,agency,2022-12-01,Witolda,,Śródmieście
15000,118.74,126.326427488631,0,0,0,1,0,0,0,6,4,,high standard,apartment building,2016,1,1,0,0,,0,,,0,0,agency,2022-05-06,Podwale,,Stare miasto
15000,124,120.967741935484,0,0,0,1,0,0,0,6,3,2,very good,,2016,,1,0,1,1,0,,,0,0,agency,2021-12-21,,,Stare miasto
15000,140,107.142857142857,0,0,0,1,0,0,0,5,3,,very good,,,1,,0,0,,0,,,0,0,agency,2022-02-23,,,
15000,146,102.739726027397,1,0,0,0,0,0,0,1,4,5,very good,,,,1,0,0,1,0,,,0,0,agency,2020-07-09,Komuny paryskiej,Przedmieście oławskie,Krzyki
15000,150,100,0,0,0,1,0,0,0,17,5,,,,,,,0,0,,0,,,0,0,agency,2019-07-16,Jesionowa,,Krzyki
15000,450,33.3333333333333,0,0,1,1,0,0,0,3,5,,very good,block of flats,2000,,,0,1,,0,,,0,0,agency,2023-03-16,Przyjaźni,Klecina,Krzyki
15000,450,33.3333333333333,0,0,1,1,0,0,0,3,5,,very good,,2003,,,0,1,,0,,,0,0,agency,2022-03-14,Przyjaźni,Klecina,Krzyki
15000,450,33.3333333333333,0,0,1,1,0,0,0,3,5,,,block of flats,2003,,,0,1,,0,,,0,0,agency,2022-03-07,Przyjaźni,Klecina,Krzyki
15000,450,33.3333333333333,0,0,0,1,0,0,0,3,5,,,block of flats,2003,,,0,1,,0,,,0,0,agency,2021-12-07,Przyjaźni,Klecina,Krzyki
14500,106,136.792452830189,0,0,0,0,0,0,0,4,3,,,,2018,,,0,0,,0,,,0,0,agency,2023-06-12,Pomorska,,Śródmieście
14500,106.1,136.663524976437,0,0,0,0,0,0,0,4,3,1,high standard,apartment building,2018,1,,0,1,,0,,,0,0,agency,2022-11-03,Pomorska,Nadodrze,Śródmieście
14500,107,135.514018691589,0,0,0,0,0,0,0,3,3,,,,2018,1,1,0,1,,0,,,0,0,agency,2023-06-01,,,
14500,142,102.112676056338,0,0,0,1,0,0,0,6,4,,,apartment building,2022,1,1,0,1,,1,,,0,0,agency,2023-05-15,Jana pawła ii,,Stare miasto
14200,117.57,120.779110317258,1,0,0,0,0,0,0,4,4,2,very good,,2017,,1,0,0,0,0,,,0,0,agency,2023-05-12,Podwale,Przedmieście oławskie,Krzyki
14000,120,116.666666666667,0,0,0,1,0,0,0,5,5,2,,,,1,1,0,0,,0,,,0,0,agency,2022-06-21,Witolda,,Stare miasto
14000,120,116.666666666667,0,0,1,1,0,0,0,5,5,2,,,,1,1,0,1,,0,,,0,0,agency,2022-06-07,Witolda,,Śródmieście
14000,151,92.7152317880795,1,0,0,0,0,0,0,,3,2,,,,1,1,0,1,,0,,,0,0,agency,2023-06-01,,,Stare miasto
14000,170,82.3529411764706,0,0,1,1,0,0,0,1,3,1,,,2008,,1,0,0,,0,,,0,0,agency,2022-08-09,,,Krzyki
14000,180,77.7777777777778,0,0,0,1,0,0,0,4,2,,,,2014,1,,0,1,,0,,,0,0,agency,2016-11-25,Ostrów tumski,,Stare miasto
14000,180.05,77.7561788392113,0,0,1,0,0,0,0,4,3,,high standard,apartment building,2014,1,,0,1,,0,,,0,0,agency,2015-12-09,Kanonia,,Stare miasto
14000,180.05,77.7561788392113,0,0,1,0,0,0,0,4,3,1,high standard,apartment building,2014,1,,0,1,,0,,,0,0,agency,2015-10-02,Kanonia,,Stare miasto
14000,240,58.3333333333333,0,0,0,1,0,0,0,4,6,,,,,1,0,0,0,,0,,,0,0,agency,2018-01-22,Sienkiewicza,Plac grunwaldzki,Śródmieście
13500,103,131.067961165049,0,0,0,0,0,0,0,44,3,,,,,,,0,0,,0,,,0,0,agency,2018-03-16,Gwiaździsta,,Krzyki
13500,120,112.5,0,0,1,1,0,0,0,5,5,2,,,2021,1,1,0,1,,0,,,0,0,agency,2023-02-13,,,Śródmieście
13500,145.46,92.8090196617627,0,0,0,0,1,0,0,6,4,,high standard,apartment building,2011,,,0,0,,0,,,0,0,agency,2023-01-30,Witolda,,Śródmieście
13001,122,106.565573770492,0,0,0,1,0,1,0,0,4,,very good,,,,,0,1,,0,,,0,0,agency,2023-05-22,Racławicka,Borek,Krzyki
13000,68,191.176470588235,0,0,0,0,0,0,0,,3,,,,,1,,0,1,,0,,,0,0,agency,2016-11-25,Dominikański,,Stare miasto
13000,72,180.555555555556,0,0,0,0,0,0,0,46,2,1,high standard,,2012,1,1,0,1,,0,1,1,0,0,agency,2020-06-25,,Powstańców śląskich,Krzyki
13000,120,108.333333333333,0,0,0,1,0,0,0,1,4,1,,,,,1,0,0,,0,,,0,0,agency,2023-06-01,Racławicka,,Krzyki
13000,121,107.438016528926,0,0,0,1,0,0,0,0,4,1,,,,,1,0,1,,0,,,0,0,agency,2023-04-14,Racławicka,,Krzyki
13000,150,86.6666666666667,0,0,0,0,0,0,0,17,4,,high standard,apartment building,2018,1,,0,0,,0,,,0,0,agency,2020-02-12,Jesionowa,,Krzyki
13000,151,86.0927152317881,0,0,0,1,0,0,0,17,5,,,,,,,0,0,,0,,,0,0,agency,2019-09-02,Jesionowa,,Krzyki
13000,171,76.0233918128655,0,0,0,1,0,0,0,5,4,2,high standard,,,,1,0,1,1,0,,,0,0,agency,2023-03-21,Szewska,,Stare miasto
13000,240,54.1666666666667,0,0,0,1,0,0,0,5,6,,very good,,,1,,0,1,,0,,,0,0,agency,2021-10-08,Matejki,,Śródmieście
12999,120,108.325,0,0,0,0,0,0,0,6,3,2,high standard,apartment building,2016,1,,0,1,,0,,,0,0,agency,2021-04-19,Podwale,,Stare miasto
12900,140,92.1428571428571,1,0,0,0,0,0,0,1,3,,high standard,apartment building,2013,1,,0,0,,0,,,0,0,agency,2016-09-30,Witolda,,Stare miasto
12600,100.5,125.373134328358,0,0,1,1,0,0,0,1,3,2,high standard,apartment building,2022,,1,1,0,1,0,1,1,1,0,agency,2023-05-22,Vesspuciego,,Śródmieście
12500,96,130.208333333333,1,0,0,0,0,0,0,4,3,,very good,,,,,0,1,,0,,,0,0,agency,2022-11-05,Staromłyńska,,Stare miasto
12500,97,128.865979381443,1,0,0,0,0,0,0,4,3,,very good,,2021,1,1,0,1,,0,,,0,0,agency,2022-11-03,Staromłyńska,,Stare miasto
12500,100,125,0,0,0,0,0,0,0,44,3,,very good,apartment building,2013,1,1,0,0,,0,,,0,0,agency,2018-03-02,Gwiaździsta,,Krzyki
12500,103,121.359223300971,0,0,0,0,0,0,0,44,3,,,,,,,0,0,,0,,,0,0,agency,2018-07-05,Gwiaździsta,Powstańców śląskich,Krzyki
12500,103,121.359223300971,0,0,0,0,0,0,0,44,3,1,high standard,,2012,1,1,0,1,,0,,,0,0,agency,2018-04-10,,Powstańców śląskich,Krzyki
12500,103,121.359223300971,0,0,0,0,0,0,0,44,3,,,,,,,0,0,,0,,,0,0,agency,2018-04-10,Gwiaździsta,,Krzyki
12500,104,120.192307692308,1,0,0,0,0,0,0,7,4,3,high standard,,2022,,1,0,0,1,0,,,0,0,agency,2023-04-29,Jana pawła ii,,Stare miasto
12500,118,105.932203389831,1,0,0,0,0,0,0,3,2,,high standard,,2020,1,,0,0,,0,,,0,0,agency,2023-06-18,,,Stare miasto
12500,120,104.166666666667,0,0,1,0,0,0,0,4,5,1,high standard,,1900,,1,1,0,1,0,,,0,0,private,2023-04-14,Uniwersytecka,,Stare miasto
12500,157.58,79.3247874095697,0,0,0,0,0,0,0,7,3,,high standard,,2014,1,,0,0,,0,,,0,0,agency,2020-02-12,Walońska,,Śródmieście
12500,181,69.060773480663,0,0,1,1,0,1,0,1,5,2,very good,,,,1,1,0,1,0,,,0,0,agency,2023-03-21,,Powstańców śląskich,Krzyki
12000,90,133.333333333333,1,0,0,0,0,0,0,3,3,,high standard,apartment building,2017,1,,0,0,,0,,,0,0,agency,2018-02-28,Witolda,,Stare miasto
12000,138,86.9565217391304,0,0,0,1,0,0,0,2,5,2,,,,,1,0,1,,0,,,0,0,agency,2022-09-09,,Biskupin,Śródmieście
12000,145.46,82.4969063660113,0,0,0,0,1,0,0,6,4,,high standard,,2011,1,,0,0,,0,,,0,0,agency,2021-12-09,Witolda,,Stare miasto
12000,145.46,82.4969063660113,0,0,0,0,1,0,0,6,4,,high standard,,2011,1,,0,0,,0,,,0,0,agency,2021-11-25,Witolda,,Stare miasto
12000,170,70.5882352941177,0,0,1,1,0,0,0,1,3,1,,,2008,,1,0,1,,0,,,0,0,agency,2022-08-26,,,Krzyki
12000,230,52.1739130434783,1,0,0,0,0,0,0,1,5,,high standard,,1930,,,1,0,,0,,,0,0,agency,2023-06-15,Dębowa,Borek,Krzyki
12000,400,30,1,0,0,0,0,0,0,0,3,2,very good,,2002,,1,0,1,,0,,,0,0,agency,2014-11-14,Mickiewicza,,Śródmieście
11900,230,51.7391304347826,1,0,0,0,0,0,0,1,5,2,,,,,,0,1,,0,,,0,0,agency,2023-06-01,,,Krzyki
11900,230,51.7391304347826,0,0,0,1,0,0,0,1,5,2,,,,,1,0,1,,0,,,0,0,agency,2023-02-13,,,Krzyki
11900,230,51.7391304347826,1,0,0,0,0,0,0,1,5,2,,,,,1,0,1,,0,,,0,0,agency,2023-01-15,,,Krzyki
11900,231,51.5151515151515,0,0,0,1,0,0,0,1,5,2,,,,,1,0,1,,0,,,0,0,agency,2023-04-14,,,Krzyki
11800,110,107.272727272727,0,0,0,1,0,0,0,14,4,,very good,apartment building,2013,1,,0,1,,0,,,0,0,agency,2016-11-25,Sky tower,,Krzyki
11800,140,84.2857142857143,1,0,0,0,0,0,0,14,4,1,high standard,apartment building,2013,1,,0,1,,0,,,0,0,agency,2015-04-21,Gwiaździsta,,Krzyki
11500,107,107.476635514019,0,0,0,1,0,0,0,1,3,,very good,apartment building,2017,,,0,0,,0,,,0,0,agency,2021-03-07,,,Krzyki
11000,58,189.655172413793,1,0,0,0,0,0,0,,3,,,,,1,,0,1,,0,,,0,0,agency,2016-11-25,Dominikański,,Stare miasto
11000,90,122.222222222222,1,0,0,0,0,0,0,4,4,,high standard,block of flats,2022,,,0,1,,0,,,0,0,agency,2023-06-16,Wichrowa,,Krzyki
11000,92,119.565217391304,0,0,0,0,0,0,0,0,3,,high standard,,,,,0,1,,0,,,0,0,agency,2022-12-26,Gdańska,,Śródmieście
11000,100,110,0,0,0,1,0,0,0,8,4,,high standard,,,1,1,0,1,,0,,,0,0,agency,2023-02-03,Gwiaździsta,,Krzyki
11000,117,94.017094017094,1,0,0,0,0,0,0,1,4,2,high standard,apartment building,2008,1,,0,1,,0,,,0,0,agency,2018-10-10,Witolda,,Śródmieście
11000,117,94.017094017094,1,0,0,0,0,0,0,1,4,2,high standard,apartment building,2008,1,,0,1,,0,,,0,0,agency,2017-12-04,Witolda,,Stare miasto
11000,117,94.017094017094,1,0,0,0,0,0,0,1,3,2,high standard,,2008,1,,0,1,,0,,,0,0,agency,2015-10-02,Witolda,,Stare miasto
11000,118,93.2203389830509,0,0,0,1,0,1,0,0,5,2,high standard,,2021,,1,0,1,,0,,,0,0,agency,2022-11-17,Wierzyńskiego,Wojszyce,Krzyki
11000,120,91.6666666666667,0,0,0,1,0,0,0,6,3,3,,,,1,1,0,1,,0,,,0,0,agency,2021-01-15,Podwale,,Stare miasto
11000,200,55,0,0,0,0,0,0,0,2,5,1,good,,,,1,0,1,,0,,,0,0,agency,2017-09-12,Ruska,,Stare miasto
10700,103.6,103.281853281853,0,0,0,0,0,0,0,38,3,1,high standard,,2012,1,,0,1,,0,,,0,0,agency,2022-09-20,Gwiaździsta,,Krzyki
10500,98,107.142857142857,1,0,0,0,0,1,0,0,4,,very good,,2016,1,,0,1,,1,,,0,0,agency,2023-03-05,Hallera,Borek,Krzyki
10500,103.7,101.253616200579,0,0,0,0,0,0,0,36,3,1,high standard,,2013,1,,0,1,,0,,,0,0,agency,2015-04-21,Gwiaździsta,,Krzyki
10500,106.6,98.4990619136961,0,0,0,0,0,0,0,1,4,,,,,,1,0,1,,0,,,0,0,agency,2022-05-16,Rymarska,,Fabryczna
10500,107,98.1308411214953,1,0,1,0,0,0,0,1,4,2,,apartment building,2006,,1,0,1,,0,,,0,0,agency,2023-06-01,Racławicka,,Fabryczna
10500,107,98.1308411214953,0,0,0,1,0,0,0,1,4,2,,block of flats,2006,,1,0,1,,0,,,0,0,agency,2023-03-17,Racławicka,,Krzyki
10500,107,98.1308411214953,0,0,0,1,0,0,0,1,4,,very good,,,1,1,0,1,,0,,,0,0,agency,2023-06-03,Rymarska,,Krzyki
10500,107,98.1308411214953,0,0,1,1,0,0,0,1,4,,,,,,1,0,1,,0,,,0,0,agency,2022-05-31,Rymarska,,Fabryczna
10500,108,97.2222222222222,1,0,0,0,0,0,0,1,4,2,,apartment building,2006,,1,0,1,,0,,,0,0,agency,2023-02-13,Rymarska,,Krzyki
10500,108,97.2222222222222,0,0,0,1,0,0,0,1,4,2,,apartment building,2006,,1,0,0,,0,,,0,0,agency,2023-01-15,Rymarska,,Krzyki
10500,108,97.2222222222222,0,0,0,1,0,0,0,1,4,1,,,2006,,1,0,1,,0,,,0,0,agency,2022-12-28,,,Krzyki
10500,108,97.2222222222222,0,0,0,1,0,0,0,1,4,2,,,2006,,1,0,1,,0,,,0,0,agency,2022-11-16,,,Krzyki
10500,120,87.5,0,0,0,1,0,0,0,3,4,2,,,,,1,0,1,,0,,,0,0,agency,2023-06-01,,,Krzyki
10500,138,76.0869565217391,0,0,0,1,0,0,0,2,5,2,,,,,1,0,1,,0,,,0,0,agency,2022-09-28,,Biskupin,Śródmieście
10500,140,75,1,0,0,0,0,0,0,2,5,,high standard,,,,,0,1,,0,,,0,0,agency,2022-09-27,Wiwulskiego,Dąbie,Śródmieście
10500,140,75,1,0,0,0,0,0,0,2,4,2,high standard,,2010,,1,0,1,1,0,,,0,0,agency,2022-10-31,,Biskupin,Śródmieście
10500,140,75,1,0,0,0,0,0,0,5,4,,,,,1,,0,1,,0,,,0,0,agency,2016-11-25,Mikołaja,,Stare miasto
10499,105,99.9904761904762,1,0,0,0,0,0,0,2,4,,,,,,1,0,0,,0,,,0,0,agency,2022-07-28,Racławicka,,Krzyki
10499,107,98.1214953271028,0,0,0,1,0,0,0,3,4,2,,,,,1,0,1,,0,,,0,0,agency,2022-08-04,Rymarska,,Krzyki
10499,108,97.212962962963,0,0,0,1,0,0,0,1,4,2,,,2008,,1,0,1,,0,,,0,0,agency,2022-09-09,Rymarska,,Krzyki
10499,108,97.212962962963,0,0,0,1,0,0,0,1,4,2,,block of flats,2006,,1,0,1,,0,,,0,0,agency,2022-09-28,,,Krzyki
10000,78,128.205128205128,0,0,0,1,0,0,0,8,3,,high standard,,2020,1,,0,1,,0,,,0,0,agency,2022-03-02,Mieszczańska,,Stare miasto
10000,81,123.456790123457,0,0,0,0,0,0,0,0,4,,high standard,apartment building,2020,,1,0,1,,0,,,0,0,agency,2022-05-30,Grabiszyńska,Grabiszyn-Grabiszynek,Fabryczna
10000,87,114.942528735632,1,0,1,0,0,0,0,1,4,,very good,block of flats,2022,,,0,1,,0,,,0,0,agency,2023-06-18,Skarbowców,Klecina,Krzyki
10000,90,111.111111111111,1,0,0,0,0,0,0,1,4,,,apartment building,2022,,1,0,1,,0,,,0,0,agency,2023-06-18,Krzycka,,Krzyki
10000,90,111.111111111111,1,0,1,0,0,0,0,2,4,,,,2022,,1,0,1,,0,,,0,0,agency,2023-01-04,Krzycka,,Krzyki
10000,90,111.111111111111,0,0,0,1,0,0,0,24,3,,,,,,,0,1,,0,,,0,0,agency,2021-11-25,Marina,,
10000,91.39,109.421162052741,0,0,0,1,0,0,0,6,4,,high standard,apartment building,2018,1,,0,0,,0,,,0,0,agency,2023-03-16,Matejki,Ołbin,Śródmieście
10000,94,106.382978723404,1,0,1,0,0,0,0,1,4,1,,,2009,,1,0,1,,0,,,0,0,agency,2023-04-14,Rymarska,,Fabryczna
10000,97,103.092783505155,0,0,0,1,0,0,0,1,3,,high standard,,2013,,,0,1,,0,,,0,0,agency,2022-01-06,Saperów,Borek,Krzyki
10000,100,100,0,0,0,0,0,0,0,21,3,,high standard,,2012,,,0,1,,0,,,0,0,agency,2015-06-12,,Powstańców śląskich,Krzyki
10000,100,100,0,0,0,1,0,0,0,8,4,,very good,,,,,0,1,,0,,,0,0,agency,2022-01-11,Gwiaździsta,,Krzyki
10000,100,100,0,0,0,1,0,0,0,8,4,,high standard,,,1,1,0,1,,0,,,0,0,agency,2022-01-10,Gwiaździsta,,Krzyki
10000,100,100,0,0,0,0,0,0,0,,3,,very good,apartment building,2013,1,,0,1,,0,,,0,0,agency,2016-11-25,Sky tower,,Krzyki
10000,100,100,0,0,0,0,0,0,0,,2,,,apartment building,2013,1,,0,1,,0,,,0,0,agency,2016-11-25,Sky tower,,Krzyki
10000,100,100,0,0,0,0,0,0,0,29,2,,,apartment building,2013,1,,0,1,,0,,,0,0,agency,2016-11-25,Sky tower,,Krzyki
10000,100,100,0,0,0,1,0,0,0,4,4,,high standard,,2020,1,,0,1,,0,,,0,0,agency,2023-03-22,Witolda,,Stare miasto
10000,102,98.0392156862745,0,0,0,1,0,0,0,6,3,,,,,1,1,0,1,,0,,,0,0,agency,2021-02-19,Czysta,,Stare miasto
10000,102,98.0392156862745,0,0,0,1,0,0,0,6,3,2,,,,1,1,0,1,,0,,,0,0,agency,2021-02-08,Czysta,,Stare miasto
10000,103,97.0873786407767,0,0,1,0,0,0,0,35,3,2,,,,1,1,0,1,,0,,,0,0,agency,2018-11-17,,Powstańców śląskich,Krzyki
10000,103,97.0873786407767,0,0,0,0,0,0,0,44,3,,high standard,,,,1,0,1,,0,,,0,0,agency,2018-02-16,,Powstańców śląskich,Krzyki
10000,104,96.1538461538462,0,0,0,0,0,0,0,7,4,,very good,,2016,1,1,0,0,1,0,,,0,0,agency,2023-03-12,Kościuszki,,Stare miasto
10000,105,95.2380952380952,0,0,0,1,0,0,0,6,3,,,,,1,1,0,1,,0,,,0,0,agency,2020-11-27,Czysta,,Stare miasto
10000,105,95.2380952380952,1,0,0,0,0,0,0,1,3,1,very good,,2021,,1,0,0,1,0,,,0,0,agency,2023-05-25,,,Stare miasto
10000,105,95.2380952380952,0,0,1,1,0,0,0,4,4,1,,,2018,1,1,0,1,,0,,,0,0,agency,2023-02-14,,,Śródmieście
10000,105,95.2380952380952,0,0,0,1,0,0,0,4,4,,very good,,,1,1,0,0,,0,,,0,0,agency,2022-11-23,,,Stare miasto
10000,106,94.3396226415094,0,0,0,0,0,0,0,6,3,2,,,,1,1,0,1,,0,,,0,0,agency,2020-12-10,Czysta,,Stare miasto
10000,106,94.3396226415094,0,0,0,1,0,0,0,4,4,1,,,2018,1,1,0,1,,0,,,0,0,agency,2023-02-15,,,Stare miasto
10000,110,90.9090909090909,0,0,0,1,0,0,0,6,3,2,,,,1,1,0,1,,0,,,0,0,agency,2021-01-05,Czysta,,Stare miasto
10000,110,90.9090909090909,0,0,0,1,0,0,0,7,4,,high standard,,,,,0,0,,0,,,0,0,agency,2023-01-23,Walońska,,Krzyki
10000,114.38,87.4278720055954,1,0,1,0,0,0,0,7,3,,high standard,block of flats,2009,1,1,0,0,1,0,,,0,0,agency,2023-06-03,Białowieska,Popowice,Fabryczna
10000,120,83.3333333333333,1,0,0,0,0,1,0,0,5,,high standard,,,1,,0,1,,0,,,0,0,agency,2023-02-03,Stanisławowska,Muchobór wielki,Fabryczna
10000,120,83.3333333333333,0,0,0,0,0,1,0,1,4,1,high standard,,1930,,1,1,0,,0,,,0,0,agency,2023-06-05,Racławicka,Borek,Krzyki
10000,120,83.3333333333333,0,0,0,0,0,1,0,1,4,1,high standard,,1930,,1,1,0,,0,,,0,0,agency,2023-06-05,Racławicka,,Krzyki
10000,127,78.740157480315,1,0,1,0,0,0,0,3,4,2,high standard,apartment building,2009,1,1,0,1,,0,,,0,0,private,2009-07-16,Krawiecka,,Stare miasto
10000,130,76.9230769230769,1,0,0,0,0,0,0,8,3,,very good,apartment building,2020,,,0,1,,0,,,0,0,agency,2023-01-22,,Kępa mieszczańska,Śródmieście
10000,130,76.9230769230769,1,0,0,0,0,0,0,8,3,2,,apartment building,2010,1,1,0,1,,0,,,0,0,agency,2021-10-02,Długa,,Stare miasto
10000,134.29,74.4657085412168,0,0,0,1,0,0,0,1,3,,high standard,,2018,1,,0,0,,0,,,0,0,agency,2021-06-28,Marina,,
10000,145.46,68.7474219716761,0,0,0,0,1,0,0,6,4,,high standard,,2011,1,,0,0,,0,,,0,0,agency,2022-01-11,Witolda,,Śródmieście
10000,145.46,68.7474219716761,0,0,0,0,1,0,0,6,4,,high standard,apartment building,2011,1,,0,0,,0,,,0,0,agency,2021-12-27,Witolda,,Stare miasto
10000,147,68.0272108843537,0,0,0,1,0,0,0,2,4,,high standard,,2013,,1,0,0,,0,,,0,0,agency,2023-06-03,Rybnicka,Księże małe,Krzyki
10000,148,67.5675675675676,0,0,0,1,0,0,0,2,4,2,,,,1,1,0,1,,0,,,0,0,agency,2023-06-01,,,Krzyki
10000,180,55.5555555555556,1,0,0,0,0,1,0,0,5,,very good,,,,,0,0,,0,,,0,0,agency,2020-02-10,Irlandzka,Muchobór mały,Fabryczna
10000,190,52.6315789473684,0,0,0,0,0,0,0,4,4,,good,,2007,1,,0,0,,0,,,0,0,agency,2018-01-03,Zyndrama z maszkowic,,Stare miasto
10000,195,51.2820512820513,0,0,0,1,0,0,0,4,4,,high standard,apartment building,2007,1,1,0,1,,0,,,0,0,agency,2017-12-12,Zyndrama z maszkowic,,Stare miasto
10000,300,33.3333333333333,0,0,0,0,0,0,0,1,10,,very good,,,,,1,0,,0,,,0,0,agency,2017-02-01,,Oporów,Fabryczna
9999,102,98.0294117647059,1,0,0,0,0,0,0,7,4,2,high standard,,2020,1,1,0,1,,0,,,0,0,agency,2021-08-06,Witolda,,Stare miasto
9990,120,83.25,1,0,1,0,0,1,0,0,4,,,,1925,,,0,0,1,0,,,0,0,agency,2023-06-03,Racławicka,,Krzyki
9950,95.3,104.407135362015,0,0,1,0,0,0,0,4,4,,very good,,1900,,,0,0,,0,,,0,0,agency,2023-05-30,,,
9950,101.23,98.2910204484837,0,0,1,0,0,0,0,4,5,1,very good,townhouse,1900,,1,0,1,1,0,,,0,0,agency,2023-06-18,,,Stare miasto
9950,101.27,98.2521970968698,0,0,0,0,0,0,0,4,5,,,,,,,0,0,,0,,,0,0,agency,2023-06-18,Uniwersytecka,,Stare miasto
9950,102,97.5490196078431,0,0,1,0,0,0,0,4,5,,high standard,townhouse,1920,,,0,0,,0,,,0,0,agency,2023-06-13,,Stare miasto,Stare miasto
9950,120,82.9166666666667,0,0,0,0,0,0,0,4,5,1,,,,,1,0,0,,0,,,0,0,agency,2023-05-31,Uniwersytecka,,Stare miasto
9945,170,58.5,0,0,0,0,0,0,0,3,4,,high standard,,1900,1,,0,0,,0,,,0,0,agency,2020-11-25,,Stare miasto,Stare miasto
9900,103.99,95.2014616790076,0,0,0,0,0,0,0,44,3,,very good,,2012,1,,0,1,,0,,,0,0,agency,2020-09-14,Gwiaździsta,,Krzyki
9900,107,92.5233644859813,0,0,0,1,0,0,0,1,4,2,,,,,1,0,1,,0,,,0,0,agency,2022-06-28,Rymarska,,Fabryczna
9900,107,92.5233644859813,0,0,1,1,0,0,0,1,4,2,,,,,1,0,1,,0,,,0,0,agency,2022-06-20,Rymarska,,Krzyki
9900,122,81.1475409836066,0,0,0,1,0,0,0,3,4,2,,,,,1,0,1,,0,,,0,0,agency,2023-06-06,Racławicka,,Krzyki
9900,123,80.4878048780488,1,0,0,0,0,1,0,0,6,,,,2018,,1,0,1,,0,,,0,0,agency,2018-09-16,Niepierzyńska,Leśnica,Fabryczna
9900,138,71.7391304347826,0,0,0,1,0,0,0,2,5,2,,apartment building,2010,,1,0,1,,0,,,0,0,agency,2023-01-23,Wiwulskiego,Biskupin,Śródmieście
9900,138,71.7391304347826,0,0,0,1,0,0,0,2,5,2,,,2010,,1,0,1,,0,,,0,0,agency,2023-05-13,,,Śródmieście
9900,182.5,54.2465753424658,1,0,0,0,0,0,0,1,5,2,very good,,1908,,1,1,0,,0,,,0,0,agency,2023-05-22,,Powstańców śląskich,Krzyki
9800,100,98,0,0,0,0,0,0,0,44,3,,very good,,,1,1,0,0,,0,,,0,0,agency,2015-03-11,Gwiaździsta,,Krzyki
9800,100,98,0,0,0,0,0,0,0,36,3,,very good,,,1,1,0,0,,0,,,0,0,agency,2015-03-11,Gwiaździsta,,Krzyki
